	MareHarA_ref.aa.fasta	MareL28.aa.fasta	MareL32.aa.fasta	MentL30_ref.aa.fasta	MfloJB5_ref.aa.fasta	MfloSJF1_ref.aa.fasta	Minc557R.aa.fasta	MincA14.aa.fasta	MincHarC.aa.fasta	MincL15.aa.fasta	MincL17.aa.fasta	MincL19.aa.fasta	MincL27.aa.fasta	MincL9.aa.fasta	MincVW6.aa.fasta	MincW1_ref.aa.fasta	MjavL57.aa.fasta	MjavVW4_ref.aa.fasta	MjavVW5.aa.fasta
OG0006627	g3392, g5801	g5801, g3392	g3392, g5801	g9085		9186.g13951	g13951	g13951	g13951			g13951	g13951	g13951	g13951	g13951			
OG0006628	g3539	g4060, g3539	g3539, g4060	g11586, g2409	mf_10786		g10445	g10445	g10445			g10445	g10445	g10445	g10445	g10445			
OG0006629	g3615	g3615	g3615				g12519	g12519	g12519	g20157	g20157	g12519	g12519	g12519	g12519	g12519	g20157	g20157	g20157
OG0006630	g3683	g3683	g3683	g29599, g24232	mf_10433	13346.g3669, 13969.g3669	g3669	g3669	g3669			g3669	g3669	g3669	g3669	g3669			
OG0006631	g3686	g3686	g3686				g614	g614	g614	g10587	g10587	g614	g614	g614	g614	g614	g10587	g10587	g10587
OG0006632	g3780	g3780	g3780				g543	g543	g543	g3224	g3224	g543	g543	g543	g543	g543	g3224	g3224	g3224
OG0006633	g3824	g3824				12450.g4664	g4664	g4664	g4664	g11091	g11091	g4664	g4664	g4664	g4664	g4664	g11091	g11091	g11091
OG0006634	g3860	g3860	g3860				g19033	g19033	g19033	g11234	g11234	g19033	g19033	g19033	g19033	g19033	g11234	g11234	g11234
OG0006635	g3915	g3915	g3915				g9090	g9090	g9090	g4331	g4331	g9090	g9090	g9090	g9090	g9090	g4331	g4331	g4331
OG0006636	g4137		g4137			12358.g14190	g14190	g14190	g14190	g17420	g17420	g14190	g14190	g14190	g14190	g14190	g17420	g17420	g17420
OG0006637	g11166, g4154, g25661	g4154, g25661, g11166	g11166, g4154, g25661		mf_5644, mf_12756					g4485	g4485						g4485	g4485	g4485
OG0006638	g4182	g4182	g4182				g7455	g7455	g7455	g11962	g11962	g7455	g7455	g7455	g7455	g7455	g11962	g11962	g11962
OG0006639	g4197	g4197	g4197		mf_88		g24588	g24588	g24588	g942		g24588	g24588	g24588	g24588	g24588	g942	g942	g942
OG0006640	g4281			g7151, g9632		6835.g13096	g13096	g13096	g13096	g6634	g6634	g13096		g13096	g13096	g13096	g6634	g6634	g6634
OG0006641	g26227, g4311	g4311	g26227, g4311	g20097		14641.g8583				g4051, g16228	g4051						g4051, g16228	g4051, g16228	g4051, g16228
OG0006642	g16180, g4317	g4317	g4317	g23171, g2619, g21847	mf_825, mf_9476					g976	g976						g976	g976, g21302, g20480	g976
OG0006643	g4350	g4350	g4350	g3936			g8718		g8718	g5286	g5286	g8718	g8718	g8718	g8718	g8718	g5286	g5286	g5286
OG0006644	g4528	g4528			mf_6714		g5723	g5723	g5723	g18894	g18894	g5723	g5723	g5723	g5723	g5723	g18894	g18894	g18894
OG0006645	g26202, g2242, g25659, g4532	g4532	g2242, g4532, g25659	g10505, g21195	mf_9332					g18619	g18619						g18619	g18619	g18619
OG0006646	g5917, g4552	g4552, g5917	g5917, g4552		mf_11620					g7624, g7633	g7633, g7624						g7624, g7633	g7633, g7624	g7624
OG0006647	g4570	g4570	g4570			16538.g13629	g13629	g13629	g13629	g3628		g13629	g13629	g13629	g13629	g13629	g3628	g3628	g3628
OG0006648	g4642, g20228, g13687	g4642, g13687, g20228	g4642, g13687, g20228		mf_230					g11507	g11507						g11507	g20531, g11507	g11507
OG0006649	g12079, g4794	g12079, g4794	g4794, g12079	g26829, g21401, g29474	mf_8409	13613.g605				g18761	g18761						g18761	g18761	g18761
OG0006650	g4835	g4835	g4835	g21883			g19560	g19560	g19560	g2061	g2061	g19560		g19560	g19560	g19560	g2061	g2061	g2061
OG0006651	g4863	g4863	g4863	g1983, g27304						g8283, g11682	g11682, g8283						g8283, g11682	g20883, g11682, g8283	g8283, g11682
OG0006652	g13281, g14436, g4900, g5578	g5578, g13281	g5578, g13281	g17755, g24095						g16977, g8654	g8654						g8654	g8654	g8654
OG0006653	g4915	g4915	g4915	g7516, g7512	mf_502	2716.g1449, 15732.g1449	g1449	g1449	g1449			g1449	g1449	g1449	g1449	g1449			
OG0006654	g4935, g15568	g15568, g4935	g15568, g4935	g13489		9501.g15351	g15351	g15351	g15351			g15351	g15351	g15351	g15351	g15351			
OG0006655	g4969	g4969	g4969	g12034			g20416		g20416	g14577	g14577	g20416	g20416	g20416	g20416	g20416	g14577	g14577	g14577
OG0006656	g4977, g8920	g4977, g8920	g8920, g4977	g23665, g12656, g6692	mf_6181					g12217	g12217						g12217	g12217, g22005	g12217
OG0006657	g5005	g5005	g5005	g15417, g22680	mf_13779	2263.g19427		g19427	g19427	g16709	g16709			g19427		g19427	g16709	g16709	g16709
OG0006658	g5039	g5039				9577.g8055	g8055	g8055	g8055	g4207	g4207	g8055	g8055	g8055	g8055	g8055	g4207	g4207	g4207
OG0006659	g5252	g5252	g5252				g14067	g14067	g14067	g761	g761	g14067	g14067	g14067	g14067	g14067	g761	g761	g761
OG0006660	g5260, g29842	g5260, g29842	g5260, g29842	g23315	mf_9134		g23557	g23557	g23557			g23557	g23557	g23557	g23557	g23557			
OG0006661	g5638, g5344	g5344, g5638	g5344, g5638	g31020		7620.g15589	g15589	g15589	g15589			g15589	g15589	g15589	g15589	g15589			
OG0006662	g5350	g5350	g5350				g3954	g3954	g3954	g14733	g14733	g3954	g3954	g3954	g3954	g3954	g14733	g14733	g14733
OG0006663	g5372	g5372	g5372	g1411, g10192	mf_1842	6162.g5761	g5761	g5761	g5761		g11149	g5761	g5761	g5761	g5761	g5761			
OG0006664	g5392	g5392	g5392	g6280, g2889	mf_2182	2208.g11900	g11900	g11900	g11900			g11900	g11900	g11900	g11900	g11900		g21242	
OG0006665	g5409	g5409	g5409	g30242	mf_5578	15478.g10371	g10371	g10371	g10371			g10371	g10371	g10371	g10371	g10371		g21606, g135	
OG0006666	g5425	g5425	g5425				g13320	g13320	g13320	g4870	g4870	g13320	g13320	g13320	g13320	g13320	g4870	g4870	g4870
OG0006667	g5450	g3978, g5450								g19283, g18468	g18468, g19283						g18468, g13970, g19283	g19283, g23013, g18468, g21163	g19283, g18468
OG0006668	g5467	g5467	g5467			11817.g6074, 11818.g6700	g6700	g6700	g6700			g6700	g6700	g6700, g6074	g6700	g6700		g22527, g24368	
OG0006669	g5486, g26534	g5486, g26534	g5486, g26534			5223.g111	g111	g111	g111			g111	g111	g111	g111	g111		g23233	
OG0006670	g5491, g26556	g5491, g26556	g5491, g26556	g19687, g10287			g9101	g9101	g9101			g9101	g9101	g9101	g9101	g9101			
OG0006671	g18417, g5623	g18417, g5623	g5623, g18417			1344.g5448, 168.g5448	g5448	g5448	g5448			g5448	g5448	g5448	g5448	g5448			
OG0006672	g5660	g5660	g5660		mf_14631		g8111	g8111	g8111	g448	g448	g8111	g8111	g8111		g8111	g448	g448	g448
OG0006673	g5842	g5842	g5842				g5390	g5390	g5390	g16372	g16372	g5390	g5390	g5390	g5390	g5390	g16372	g16372	g16372
OG0006674	g5898	g5898	g5898	g16409, g21167, g24953	mf_11753	16256.g14497	g14497	g14497	g14497			g14497	g14497	g14497	g14497	g14497			
OG0006675	g5960	g5960	g5960	g3577	mf_144, mf_9715					g6591, g5324	g5324, g6591						g6591, g5324	g5324, g6591	g5324, g6591
OG0006676	g25967, g24458, g6162	g25967, g24458, g6162	g24458, g6162, g25967	g15669		7565.g22245				g3238	g3238						g3238	g3238	g3238
OG0006677	g6260	g6260	g6260	g13064	mf_264					g3880, g9105	g3880, g9105						g9105, g3880	g9105, g3880, g23180	g3880, g9105
OG0006678	g6279	g6279				2603.g7100	g7100	g7100	g7100	g11402	g11402	g7100	g7100	g7100	g7100	g7100	g11402	g11402	g11402
OG0006679	g6379	g6379	g6379				g9216	g9216	g9216	g15530	g15530	g9216	g9216	g9216	g9216	g9216	g15530	g15530	g15530
OG0006680	g6383	g6383	g6383	g14616		15972.g9219	g9219		g9219	g15533		g9219	g9219	g9219	g9219	g9219	g15533	g15533	g15533
OG0006681	g6480	g6480	g6480			4232.g1037	g1037	g1037	g1037	g11904	g11904		g1037	g1037	g1037	g1037	g11904	g11904	g11904
OG0006682	g16718, g6606	g6606, g16718	g16718, g6606	g29096, g18575	mf_1067		g11332			g20163	g20163					g11332	g20163	g20163	g20163
OG0006683	g6846, g15714	g15714, g6846	g6846, g15714	g6107			g9918	g9918	g9918			g9918	g9918	g9918	g9918	g9918		g19829	
OG0006684	g6849	g6849	g6849				g15065	g15065	g15065	g5184	g5184	g15065	g15065	g15065	g15065	g15065	g5184	g5184	g5184
OG0006685	g6941, g24233, g26991	g26991, g6941, g24233	g26991, g24233, g6941	g2361, g2369						g2699	g2699						g2699	g2699	g2699
OG0006686	g25120, g8138, g7019	g7019, g8138, g25120	g8138, g25120	g15809	mf_4928					g5755	g5755						g5755	g5755, g21196	g5755
OG0006687	g7117, g26001	g26001, g7117	g7117, g26001	g12397			g3208	g3208	g3208			g3208	g3208	g3208	g3208	g3208		g24124	
OG0006688	g7153	g7153	g7153				g22825	g22825	g22825	g4946	g4946	g22825	g22825	g22825	g22825	g22825	g4946	g4946	g4946
OG0006689	g7371	g7371	g7371				g13487	g13487	g13487	g17192	g17192	g13487	g13487	g13487	g13487	g13487	g17192	g17192	g17192
OG0006690	g7403	g7403	g7403		mf_10554	11628.g8208	g8208	g8208	g8208	g4961		g8208	g8208	g8208	g8208	g8208		g4961	g4961
OG0006691	g7512, g7513	g7513, g7512	g7513, g7512			4948.g10747, 4946.g12921	g12921	g12921	g12921			g12921	g12921	g12921	g12921	g12921			
OG0006692	g7534	g7534	g7534				g13230	g13230	g13230	g8576	g8576	g13230	g13230	g13230	g13230	g13230	g8576	g8576	g8576
OG0006693	g7548	g7548	g7548	g21926, g23515, g2258	mf_11857	9815.g5204	g5204	g5204	g5204			g5204	g5204	g5204	g5204	g5204			
OG0006694	g7574			g17693		13244.g7830	g12733	g12733	g12733	g732	g732	g12733	g12733	g12733	g12733	g12733	g732	g732	g732
OG0006695	g7788	g7788	g7788				g22892	g22892	g22892	g13199	g13199	g22892	g22892	g22892	g22892	g22892	g13199	g13199	g13199
OG0006696	g7804	g7804	g7804				g19173	g19173	g19173	g1227	g1227	g19173	g19173	g19173	g19173	g19173	g1227	g1227	g1227
OG0006697	g7932	g7932	g7932				g862	g862	g862	g18671	g18671	g862	g862	g862	g862	g862	g18671	g18671	g18671
OG0006698	g7993	g7993	g7993				g23262	g23262	g23262	g2812	g2812	g23262	g23262	g23262	g23262	g23262	g2812	g2812	g2812
OG0006699	g8088	g8088	g8088	g15383	mf_12150, mf_12871					g4234, g4241	g4241, g4234						g4234, g4241	g4241, g4234	g4234, g4241
OG0006700	g8197	g8197	g8197				g11670	g11670	g11670	g8148	g8148	g11670	g11670	g11670	g11670	g11670	g8148	g8148	g8148
OG0006701	g8244	g8244	g8244	g1521			g3335	g3335	g3335	g14160	g14160	g3335		g3335	g3335	g3335	g14160	g14160	g14160
OG0006702	g8300	g8300, g22137	g8300	g9129, g21056						g1106, g417	g417, g1106						g1106, g417	g1106, g417	g1106, g417
OG0006703	g8301, g26005	g8301, g26005	g8301, g26005	g23559		9139.g19000	g19000	g19000	g19000			g19000	g19000	g19000	g19000	g19000			
OG0006704	g8339	g8339	g8339	g177, g3787	mf_11588	268.g21791, 270.g39	g21791	g21791	g21791			g21791	g21791	g21791	g21791	g21791			
OG0006705	g10382, g8475, g17266	g10382, g8475, g17266	g10382	g24350, g13770, g6426	mf_8202					g5299	g5299						g5299	g5299	g5299
OG0006706	g8493, g15056	g8493	g8493		mf_6722	4845.g17052, 4846.g2428	g2428	g2428	g2428			g2428	g2428	g2428	g2428	g2428		g24617	
OG0006707	g8540	g8540	g8540	g5299			g20768		g20768	g14120	g14120	g20768	g20768	g20768	g20768	g20768	g14120	g14120	g14120
OG0006708	g8563	g8563	g8563	g25980	mf_9867, mf_346	7955.g12669	g12669	g12669	g12669			g12669	g12669	g12669	g12669	g12669		g21276	
OG0006709	g8567, g9699	g8567, g9699	g9699, g8567							g7651, g11207	g11207, g7651						g7651, g11207	g7651, g11207	g11207, g7651
OG0006710	g9700, g8568	g8568, g9700	g9700, g8568	g13256, g12463	mf_10121					g7652	g7652					g20974	g7652	g7652, g21828	g7652
OG0006711	g17154, g8609	g17154, g8609	g8609, g17154	g6262	mf_9055		g17384	g17384	g17384			g17384	g17384	g17384	g17384	g17384			
OG0006712	g13712, g8678	g8678	g8678	g10610				g5111		g6533, g18561	g6533, g18561						g18561, g6533	g6533, g18561	g6533, g18561
OG0006713	g14153, g8741	g14153, g8741	g8741, g14153		mf_4335, mf_6593		g2234	g2234	g2234			g2234	g2234	g2234	g2234	g2234			
OG0006714	g8751, g20415	g20415	g8751, g20415	g25249, g203, g4204			g5081	g5081	g5081			g5081	g5081	g5081	g5081	g5081			
OG0006715	g8828	g8828	g8828	g24896, g14123	mf_11961	6508.g19583	g19583	g19583	g19583			g19583	g19583	g19583	g19583	g19583		g21781	
OG0006716	g8924	g8924	g8924	g22403			g17110		g17110	g4362	g4362	g17110	g17110	g17110	g17110	g17110	g4362	g4362	g4362
OG0006717	g9022	g9022	g9022	g8403, g8398		6287.g21885				g13870, g12493	g12493, g13870						g13870, g12493	g12493, g13870	g13870, g12493
OG0006718	g9023	g9023	g9023	g30452	mf_12752	6294.g12019				g12494, g16812	g12494, g16812						g12494, g16812	g12494, g16812	g16812, g12494
OG0006719	g9094	g9094	g9094	g2323, g16535	mf_14395	4979.g8815	g8815	g8815	g8815			g8815	g8815	g8815	g8815	g8815		g22619	
OG0006720	g9173	g9173	g9173				g14061	g14061	g14061	g17311	g17311	g14061	g14061	g14061	g14061	g14061	g17311	g17311	g17311
OG0006721	g9281	g9281	g9281				g9717	g9717	g9717	g176	g176	g9717	g9717	g9717	g9717	g9717	g176	g176	g176
OG0006722	g9331	g9331	g9331				g11840	g11840	g11840	g6407	g6407	g11840	g11840	g11840	g11840	g11840	g6407	g6407	g6407
OG0006723	g9393, g15325	g15325, g9393	g15325, g9393	g121, g123			g4056	g4056	g4056			g4056	g4056	g4056	g4056	g4056			
OG0006724	g12477, g9413	g12477, g9413	g12477		mf_10159, mf_10494	15502.g21529, 9944.g21529	g21529	g21529	g21529		g6426		g21529		g21529	g21529			
OG0006725	g9570	g9570	g9570				g24209	g24209	g24209	g2809	g2809	g24209	g24209	g24209	g24209	g24209	g2809	g2809	g2809
OG0006726	g9767	g9767	g9767	g11559, g1798, g22676						g1374, g3261	g3261, g1374						g3261, g1374	g3261, g1374	g3261, g1374
OG0006727	g21290, g9882	g9882, g21290	g9882, g21290			232.g10322	g10322	g10322	g10322			g10322	g10322	g10322	g10322	g10322		g24613	
OG0006728	g9961	g9961	g9961				g22667	g22667	g22667	g1666	g1666	g22667	g22667	g22667	g22667	g22667	g1666	g1666	g1666
OG0006729	g10249	g10249	g10249				g15877	g15877	g15877	g10807	g10807	g15877	g15877	g15877	g15877	g15877	g10807	g10807	g10807
OG0006730	g10328, g26327	g10328, g26327	g10328, g26327	g11082			g22926	g22926	g22926			g22926	g22926	g22926	g22926	g22926		g21786	
OG0006731	g10361, g14896	g14896, g10361	g14896, g10361		mf_494	1979.g4497	g4497	g4497	g4497			g4497	g4497	g4497	g4497	g4497			
OG0006732	g10368, g24264	g24264	g24264				g7444	g7444	g7444	g3424	g3424	g7444	g7444	g7444	g7444		g3424	g3424	g3424
OG0006733	g4013, g10413	g10413, g4013	g10413, g4013	g20124, g6985, g28141	mf_4408					g6239	g6239						g6239	g25303, g6239	g6239
OG0006734	g10433	g10433	g10433	g10552, g15507	mf_10841, mf_2673	14288.g4091	g4091	g4091	g4091			g4091	g4091	g4091	g4091	g4091			
OG0006735	g10676, g21604, g15109	g21604, g10676	g15109, g10676, g21604	g25214, g15953	mf_8344					g8878	g8878						g8878	g8878	g8878
OG0006736	g10738	g10738	g10738				g10329	g10329	g10329	g6240	g6240	g10329	g10329	g10329	g10329	g10329	g6240	g6240	g6240
OG0006737	g10747	g10747	g10747				g9936	g9936	g9936	g18038	g18038	g9936	g9936	g9936	g9936	g9936	g18038	g18038	g18038
OG0006738	g15023, g10802	g15023, g10802	g15023, g10802		mf_9716	12393.g9629	g9629	g9629	g9629			g9629	g9629	g9629	g9629	g9629			
OG0006739	g10932	g10932	g10932	g4607	mf_9747, mf_3877					g4765, g6825	g4765, g6825						g4765, g6825	g6825, g4765	g6825, g4765
OG0006740	g10971	g10971				15474.g4024	g4024, g9125	g4024, g9125	g4024		g5887	g4024	g4024	g4024	g4024, g9125	g9125, g4024			
OG0006741	g11075	g11075	g11075				g17879	g17879	g17879	g14617	g14617	g17879	g17879	g17879	g17879	g17879	g14617	g14617	g14617
OG0006742	g11165	g11165	g11165				g6966	g6966	g6966	g4484	g4484, g16636	g6966	g6966	g6966	g6966		g4484	g4484	g4484
OG0006743	g11285, g11288	g11288	g11288, g11136	g11903, g8079		14905.g23194	g23194	g23194	g23194			g23194	g23194	g23194	g23194	g23194			
OG0006744	g11346	g11346	g11346	g15549, g15550, g18823		10511.g7650	g7650	g7650	g7650			g7650	g7650	g7650	g7650	g7650		g23622	
OG0006745	g11430, g16680	g16680, g11430	g16680, g11430	g1424	mf_9983, mf_13035					g14435, g10663							g10663, g14435	g10663	g14435, g10663
OG0006746	g11449	g11449			mf_7468		g17100	g17100	g17100	g18390	g18390	g17100	g17100	g17100	g17100	g17100	g18390	g18390	g18390
OG0006747	g11478	g11478	g11478				g8881	g8881	g8881	g1362	g1362	g8881	g8881	g8881	g8881	g8881	g1362	g1362	g1362
OG0006748	g14732, g11642	g14732, g11642	g14732, g11642	g23861, g7244			g7344	g7344	g7344			g7344	g7344	g7344	g7344	g7344			
OG0006749	g11738	g11738	g11738	g30428			g15185	g15185	g15185	g13491	g13491	g15185	g15185		g15185	g15185	g13491	g13491	g13491
OG0006750	g11793	g11793	g11793	g24242	mf_10855	4525.g12584	g12583	g12583	g12583			g12583	g12583	g12583	g12583	g12583		g21722, g24466	
OG0006751	g11974	g11974	g11974				g2188	g2188	g2188	g15170	g15170	g2188	g2188	g2188	g2188	g2188	g15170	g15170	g15170
OG0006752	g10583, g12014	g12014, g10583	g12014, g10583	g6878, g14874			g1547	g1547	g1547			g1547	g1547	g1547	g1547	g1547			
OG0006753	g12136	g12136	g12136				g17147	g17147	g17147	g14659	g14659	g17147	g17147	g17147	g17147	g17147	g14659	g14659	g14659
OG0006754	g12166, g21699		g21699	g17324			g2983		g2983	g1604	g1604	g2983	g2983	g2983	g2983	g2983	g1604	g1604	g1604
OG0006755	g12348	g12348	g12348	g12957, g2972	mf_4739	6148.g11565				g18125	g18786, g18125						g18125, g18786	g18786, g18125	g18786, g18125
OG0006756	g12378, g17537	g17537, g12378	g12378, g17537		mf_4422	1226.g937, 9154.g5999, 9155.g937, 1225.g5999				g4594	g4594						g4594	g4594	g4594
OG0006757	g12425	g12425	g12425				g15891	g15891	g15891	g7035	g7035	g15891	g15891	g15891	g15891	g15891	g7035	g7035	g7035
OG0006758	g12440, g16920	g12440, g16920	g12440, g16920	g11717		15654.g11872	g11872	g11872	g11872			g11872	g11872	g11872	g11872	g11872			
OG0006759	g12466	g12466	g12466				g10174	g10174	g10174	g3946	g3946	g10174	g10174	g10174	g10174	g10174	g3946	g3946	g3946
OG0006760	g12511, g15107	g15107, g12511	g15107, g12511	g12644	mf_12731		g12532	g12532	g12532			g12532	g12532	g12532	g12532	g12532			
OG0006761	g12560	g19487	g12560				g11225	g11225	g11225	g9702	g9702	g11225	g11225	g11225	g11225	g11225	g9702	g9702	g9702
OG0006762	g12564	g12564	g12564				g1713	g1713	g1713	g12559	g12559	g1713	g1713	g1713	g1713	g1713	g12559	g12559	g12559
OG0006763	g12598		g12598	g3634	mf_5343, mf_3372	8404.g202	g202	g202	g202	g11502		g202	g202	g202	g202	g202			g11502
OG0006764	g12699	g12699	g12699	g26225, g29866	mf_11402					g17689, g4667	g17689, g4667						g17689, g4667	g17689, g4667	g4667, g17689
OG0006765	g12747	g12747			mf_4317		g14385	g14385	g14385	g14136	g14136	g14385	g14385	g14385	g14385	g14385	g14136	g14136	g14136
OG0006766	g12760, g15133	g15133	g15133	g20091	mf_6143	10699.g13225	g13225	g13225	g13225			g13225	g13225	g13225	g13225	g13225		g25577	
OG0006767	g12952, g8658	g12952, g8658	g12952, g8658		mf_3746	6541.g19480	g19480	g19480	g19480			g19480	g19480	g19480	g19480	g19480			
OG0006768	g17571, g12984	g12984, g17571	g12984, g17571	g25001, g8247		1787.g18310	g18310	g18310				g18310	g18310	g18310	g18310	g18310			
OG0006769	g13082	g13082	g13082				g2058	g2058	g2058	g15093	g15093	g2058	g2058	g2058	g2058	g2058	g15093	g15093	g15093
OG0006770	g13227, g24378	g13227	g24378, g13227		mf_7839					g7853, g7854	g7853, g7854						g7853, g7854	g7853, g7854	g7854, g7853
OG0006771	g13393	g13393	g13393	g14894		11358.g11707				g13586, g467	g13586, g467					g11707	g467, g13586	g13586, g467	g13586, g467
OG0006772	g13564	g13564	g13564				g14214	g14214	g14214	g8918	g8918	g14214	g14214	g14214	g14214	g14214	g8918	g8918	g8918
OG0006773	g13645	g13645	g13645	g22584, g20674, g30996		9220.g24457	g24457	g24457	g24457			g24457	g24457	g24457	g24457	g24457		g20370	
OG0006774	g15391, g13846	g13846, g15391	g13846, g15391	g6486		10623.g4067	g4067	g4067	g4067			g4067	g4067	g4067	g4067	g4067			
OG0006775	g13885	g13885	g13885	g8991, g25065	mf_14600	2153.g5427	g5427	g5427	g5427			g5427	g5427	g5427	g5427	g5427		g25180	
OG0006776	g13970	g26564, g13970	g13970	g25147, g25113	mf_10591		g13116	g13116	g13116			g13116	g13116	g13116	g13116	g13116		g20381	
OG0006777	g26167, g13976	g13976, g26167	g13976, g26167	g1575		12099.g18214	g7139	g7139	g7139			g7139	g7139	g7139	g7139	g7139			
OG0006778	g14046	g14046	g14046	g22137, g23464, g24273			g1442	g1442	g1442			g1442	g1442	g1442	g1442	g1442		g23372, g23914	
OG0006779	g14083, g25438	g14083, g25438	g14083	g13959			g16643	g16643	g16643			g16643	g16643	g16643	g16643	g16643		g23112, g23999	
OG0006780	g14113	g14113	g14113	g4505, g28567, g26651						g8212, g2874	g8212, g2874						g8212, g2874	g8212, g2874	g8212, g2874
OG0006781	g14136, g14141	g14136, g14141	g14141, g14136	g19425, g11562	mf_5689	12603.g16900				g16188	g16188						g16188	g16188, g25108	g16188
OG0006782	g14287, g15869	g14287, g15869	g15869, g14287							g10594, g20258	g20258, g10594						g10594, g20258	g20258, g10594	g20258, g10594
OG0006783	g14329	g14329	g14329	g21470, g14510	mf_7741					g7777, g4670	g7777, g4670						g4670, g7777	g7777, g4670	g7777, g4670
OG0006784	g14469	g14469	g14469, g5747		mf_12859, mf_4780		g14407, g10563	g10563	g10563			g10563	g10563	g10563	g10563	g10563		g24927	
OG0006785	g14503	g14503	g14503			15803.g7550	g7550	g7550	g7550	g18946	g18946	g7550		g7550	g7550	g7550	g18946	g18946	g18946
OG0006786	g23880, g14576	g23880, g14576	g23880, g14576	g20499		5786.g23178	g23178	g23178	g23178			g23178	g23178	g23178	g23178	g23178			
OG0006787	g23879, g14577	g23879, g14577	g14577, g23879		mf_14054, mf_971		g18457	g18457	g18457			g18457	g18457	g18457	g18457	g18457			
OG0006788	g14591	g14591	g14591	g1810, g2516	mf_4587	8702.g4614	g4614	g4614	g4614			g4614	g4614	g4614	g4614	g4614		g25120	
OG0006789	g14778	g14778	g14778	g5393, g26319	mf_11515, mf_7535	3381.g4955	g9834	g9834	g9834			g9834	g9834	g9834	g9834	g9834			
OG0006790	g14812	g14812	g14812				g20011	g20011	g20011	g14623	g14623	g20011	g20011	g20011	g20011	g20011	g14623	g14623	g14623
OG0006791	g14843	g14843	g14843				g4582	g4582	g4582	g304	g304	g4582	g4582	g4582	g4582	g4582	g304	g304	g304
OG0006792	g14897, g23282	g23282, g14897	g23282	g7355, g15288, g9044	mf_3352		g7088	g7088	g7088				g7088	g7088	g7088	g7088			
OG0006793	g15024	g15024	g15024				g9628	g9628	g9628	g11477	g11477	g9628	g9628	g9628	g9628	g9628	g11477	g11477	g11477
OG0006794	g25184, g15092	g25184	g25184		mf_3881, mf_15004					g712, g8900	g8900, g712						g8900, g712	g712, g8900	g712, g8900
OG0006795	g15136	g15136	g15136				g12119	g12119	g12119	g18973	g18973	g12119	g12119	g12119	g12119	g12119	g18973	g18973	g18973
OG0006796	g15137	g15137	g15137	g197, g200, g1849	mf_9306, mf_5321		g12120	g12120	g12120			g12120	g12120	g12120	g12120	g12120			
OG0006797	g15161, g18760	g18760	g18760	g4063	mf_2849	4854.g2451	g2451	g2451	g2451			g2451	g2451	g2451	g2451	g2451		g22325	
OG0006798	g15924, g15371	g15371, g15924	g15924, g15371				g22834	g22834	g22834			g22834	g22834	g22834	g22834	g22834		g22197, g22790	
OG0006799	g20630, g15599	g15599, g20630	g15599, g20630		mf_8617	5082.g5601	g5597	g5597	g5597			g5597	g5597	g5597	g5597	g5597			
OG0006800	g15620	g15620		g20488			g6441	g6441	g6441	g7227	g7227	g6441	g6441	g6441	g6441	g6441	g7227	g7227	g7227
OG0006801	g15640	g15640	g15640	g10652, g4067	mf_6472	8029.g2454	g2454	g2454	g2454			g2454	g2454	g2454	g2454	g2454		g21403	
OG0006802	g15657	g15657	g15657		mf_2502, mf_12190	11009.g844	g844	g844	g844			g844	g844	g844	g844	g844		g9422, g12510	
OG0006803	g15662, g20180	g20180, g15662	g20180, g15662	g7153	mf_12960		g12155	g12155	g12155			g12155	g12155	g12155	g12155	g12155			
OG0006804	g15724	g15724				5317.g23998	g23998	g23998	g23998	g5134	g5134	g23998	g23998	g23998	g23998	g23998	g5134	g5134	g5134
OG0006805	g15736	g15736	g15736				g18199	g18199	g18199	g9485	g9485	g18199	g18199	g18199	g18199	g18199	g9485	g9485	g9485
OG0006806	g15806	g15806	g15806	g23638	mf_5078, mf_12162	13794.g11656, 16632.g11656	g11656	g11656	g11656			g11656	g11656	g11656	g11656	g11656			
OG0006807	g15913	g15913	g15913				g18924	g18924	g18924	g3381	g3381	g18924	g18924	g18924	g18924	g18924	g3381	g3381	g3381
OG0006808	g15944	g15944	g15944	g4727			g189	g189	g189	g2369	g2369	g189		g189	g189	g189	g2369	g2369	g2369
OG0006809	g15986			g2819		13040.g4408	g4408	g4408	g4408	g8974	g8974	g4408	g4408	g4408	g4408	g4408	g8974	g8974	g8974
OG0006810	g16255, g19405	g19405, g16255	g19405, g16255	g28934		9969.g3472	g3472	g3472	g3472			g3472	g3472	g3472	g3472	g3472			
OG0006811	g16297	g16297	g16297	g15938, g3485	mf_14594, mf_10705	6050.g11533, 5232.g11533	g11533	g11533	g11533			g11533		g11533	g11533	g11533			
OG0006812	g16358	g16358	g16358	g12870, g28546	mf_11220					g16335, g17040	g17040, g16335						g16335, g17040	g17040, g16335	g16335, g17040
OG0006813	g16360	g16360	g16360	g9152, g24585	mf_8477					g7979, g1998	g7979, g1998						g7979, g1998	g1998, g7979	g7979, g1998
OG0006814	g16382	g16382	g16382				g8231	g8231	g8231	g16492	g16492	g8231	g8231	g8231	g8231	g8231	g16492	g16492	g16492
OG0006815	g22118, g16386	g16386, g22118	g22118	g19855			g9361	g9361	g9361			g9361	g9361	g9361	g9361	g9361		g4803, g3757	
OG0006816	g16472	g16472	g16472	g19364, g22009, g22008	mf_5537	105.g17481	g17481	g17481	g17481			g17481	g17481	g17481	g17481	g17481			
