	MareHarA_ref.aa.fasta	MareL28.aa.fasta	MareL32.aa.fasta	MentL30_ref.aa.fasta	MfloJB5_ref.aa.fasta	MfloSJF1_ref.aa.fasta	Minc557R.aa.fasta	MincA14.aa.fasta	MincHarC.aa.fasta	MincL15.aa.fasta	MincL17.aa.fasta	MincL19.aa.fasta	MincL27.aa.fasta	MincL9.aa.fasta	MincVW6.aa.fasta	MincW1_ref.aa.fasta	MjavL57.aa.fasta	MjavVW4_ref.aa.fasta	MjavVW5.aa.fasta
OG0007962	g28496, g8563	g8563, g28496	g8563, g28496	g25980	mf_9867, mf_346	7955.g12669	g12669	g12669	g12669			g12669	g12669	g12669	g12669	g12669		g21276	
OG0007963	g8638	g8638	g8638		mf_11566, mf_12272	8816.g1950	g1950	g1950	g1950	g4543	g4543	g1950	g1950	g1950	g1950	g1950	g4543	g4543	g4543
OG0007964	g26852, g8687	g8687, g26852	g8687, g26852	g9056	mf_5306, mf_10865					g2330, g3685	g2330, g3685						g2330, g3685	g3685, g2330	g2330, g3685
OG0007965	g8743	g8743	g8743	g10207	mf_6493	3439.g14600	g14602	g14602	g14602	g10214	g10214	g14602	g14602	g14602	g14602	g14602	g10214	g10214	g10214
OG0007966	g8927	g8927	g8927	g19096	mf_7105		g1099	g1099	g1099	g15418	g15418	g1099	g1099	g1099	g1099	g1099	g15418	g22552, g15418	g15418
OG0007967	g8980	g8980	g8980	g9350, g11631		2882.g7784	g7784	g7784	g7784	g4314	g4314	g7784	g7784	g7784	g7784	g7784	g4314	g4314	g4314
OG0007968	g16213, g8985	g8985	g8985	g14212, g29926, g2787, g12769, g12384	mf_3367, mf_8516	13881.g17131	g4593	g4593	g4593			g4593		g4593	g4593	g4593			
OG0007969	g9284	g9284	g9284	g9807, g4605		5645.g9722	g9722	g9722	g9722	g180	g180	g9722	g9722	g9722	g9722	g9722	g180	g180	g180
OG0007970	g9328, g25726	g25726, g9328	g9328, g25726	g7834	mf_154, mf_6400					g9337, g13475	g9337, g13475						g9337, g13475	g13475, g9337	g9337, g13475
OG0007971	g20257, g10790, g9560	g9560, g20257	g9560, g20257	g9718, g21529, g5135			g4236	g4236	g4236			g4236	g4236	g4236	g4236	g4236		g21154	
OG0007972	g9569	g9569	g9569		mf_2238		g8000, g16050	g16050	g16050, g8000			g8000, g16050	g16050, g8000	g16050, g8000	g16050, g8000	g16050, g8000			
OG0007973	g26235, g9627	g9627	g9627		mf_13802	10608.g16443	g16443	g16443	g16443	g10986	g10986	g16443	g16443	g16443	g16443	g16443	g10986	g10986	g10986
OG0007974	g14852, g9819	g14852, g9819	g14852	g8881, g1348, g8248, g16505, g12144, g476			g10013	g10013	g10013			g10013	g10013	g10013	g10013	g10013			
OG0007975	g13013, g9963	g9963	g9963			1829.g22664, 1827.g22664	g22664	g22664	g22664	g18282	g18282	g22664	g22664	g22664	g22664	g22664	g18282	g18282	g18282
OG0007976	g19714, g10124	g19714, g10124	g10124, g19714	g30560	mf_9165	1300.g1730				g2653, g13945	g13945, g2653						g13945, g2653	g2653, g13945	g2653, g13945
OG0007977	g10442	g10442	g10442	g27734	mf_5197	12686.g15193	g17356	g17356	g17356	g15703	g15703	g17356	g17356	g17356	g17356	g17356	g15703	g15703	g15703
OG0007978	g10446	g10446	g10446	g27666	mf_6150	6122.g19724	g19724	g19724	g19724	g15706	g15706	g19724	g19724	g19724	g19724	g19724	g15706	g15706	g15706
OG0007979	g23493, g14765, g10486		g10486, g14765, g23493				g10312	g10312	g10312	g981	g981	g10312	g10312	g10312	g10312	g10312	g981	g981	g981
OG0007980	g10498	g10498	g10498	g19340, g26444, g13655			g22448	g22448	g22448	g13801	g13801	g22448	g22448	g22448	g22448	g22448	g13801	g13801	g13801
OG0007981	g19731, g10702	g19731, g10702	g19731, g10702	g2763, g16258	mf_6991, mf_3151	3341.g11002	g11002	g11002	g11002			g11002	g11002	g11002	g11002	g11002			
OG0007982	g10904, g14145	g14145, g10904	g10904			1657.g11593	g11593	g11593	g11593	g2144	g2144	g11593	g11593	g11593	g11593	g11593	g2144	g2144	g2144
OG0007983	g21568, g11028	g21568, g11028	g21568, g11028	g8747, g5098, g14926	mf_10481		g15325	g15325	g15325			g15325	g15325	g15325	g15325	g15325		g20429	
OG0007984	g11134	g11134	g11134	g5518	mf_6003	1723.g3776	g3776	g3776	g3776	g9866	g9866	g3776	g3776	g3776	g3776	g3776	g9866	g9866	g9866
OG0007985	g11152	g11152	g11152, g6232			16616.g1821, 7555.g1821	g1821	g1821	g1821	g17536	g17536	g1821	g1821	g1821	g1821	g1821	g17536	g17536	g17536
OG0007986	g13871, g24336, g11294	g13871, g11294, g24336	g24336, g11294, g13871	g20460		11052.g8929	g8929	g8929	g8929			g8929	g8929	g8929	g8929	g8929			
OG0007987	g11369	g11369	g11369	g10138, g15367	mf_10087		g10550	g10550	g10550	g10230		g10550	g10550	g10550	g10550	g10550	g10230	g24328, g10230	g10230
OG0007988	g11419	g11419	g11419	g6167	mf_4558	774.g4786	g4786	g4786	g4786	g10747	g10747	g4786	g4786	g4786	g4786	g4786	g10747	g10747	g10747
OG0007989	g11569, g22204	g22204	g22204	g7294	mf_4637	8523.g14622	g14622	g14622	g14622	g7013	g7013	g14622		g14622	g14622	g14622	g7013	g7013	g7013
OG0007990	g17160, g11632	g17160, g17581, g11632	g17160, g11632	g29127, g18634		11696.g17097	g17097		g17097			g17097	g17097	g17097	g17097	g17097		g8226, g23669	
OG0007991	g25452, g11910	g25452	g11910, g25452		mf_6297		g2757	g2757	g2757	g15649	g15649	g2757	g2757	g2757	g2757	g2757	g15649	g15649	g15649
OG0007992	g12413, g12041	g12413, g12041	g12041, g12413	g2191, g2181				g10276	g10276	g17763	g17763	g10276		g10276	g10276	g10276	g17763	g17763	g17763
OG0007993	g12118, g12117	g12118, g12117	g12118, g12117				g6748	g6748	g6748	g6558	g6558	g6748	g6748	g6748	g6748	g6748	g6558	g6558	g6558
OG0007994	g22002, g12268, g18213, g15891, g15039, g20894	g15039, g22002, g12268, g15891, g18213	g15039, g18213, g22002, g15891, g12268	g3114	mf_10496, mf_8576														
OG0007995	g12321, g24013	g24013, g12321	g24013, g12321	g8047	mf_477, mf_1292	14190.g8141	g8141	g8141	g8141			g8141	g8141	g8141	g8141	g8141		g22903	
OG0007996	g12453	g12453	g12453	g21473		9643.g10066	g10066	g10066	g10066	g1138	g1138	g10066	g10066	g10066	g10066	g10066	g1138	g1138, g14934	g1138
OG0007997	g12468	g12468	g12468			15642.g8117, 15643.g8116, 15641.g10174	g8117	g8117	g8117	g3944	g3944	g8117	g8117	g8117	g8117	g8117	g3944	g3944	g3944
OG0007998	g27452, g12638	g12638, g27452	g27452, g12638				g13239	g13239	g13239	g1891	g1891	g13239	g13239	g13239	g13239	g13239	g1891	g1891	g1891
OG0007999	g12924	g12924	g12924	g1611	mf_8824	4817.g5593	g5593	g5593	g5593	g10764	g10764	g5593	g5593	g5593	g5593	g5593	g10764	g10764	g10764
OG0008000	g12999	g12999	g12999		mf_11721	4143.g7355, 15318.g7355	g7355	g7355	g7355	g8817	g8817	g7355	g7355	g7355	g7355	g7355	g8817	g8817	g8817
OG0008001	g13255, g28753, g19091	g28753, g19091, g13255	g13255, g19091, g28753		mf_13412	15870.g22835	g22835	g22835	g22835			g22835	g22835	g22835	g22835	g22835			
OG0008002	g13269, g24871	g24871	g13269, g24871	g24938, g24980	mf_14813, mf_5638					g19103, g11024	g11024, g19103						g19103, g11024	g19103, g11024	g11024, g19103
OG0008003	g13328	g13328	g13328	g22554, g8393		13584.g12526	g5103	g5103	g5103	g17416	g17416	g5103	g5103	g5103	g5103	g5103	g17416	g17416	g17416
OG0008004	g13351	g13351	g13351			7317.g4292, 7316.g12261	g4292	g4292	g4292	g541	g541	g4292	g4292	g4292	g4292	g4292	g541	g23024, g541	g541
OG0008005	g13353	g13353	g13353	g5350, g5352	mf_8633, mf_5646		g19218	g19218	g19218	g912		g19218	g19218	g19218	g19218	g19218	g912	g912	g912
OG0008006	g13380, g17924	g17924, g13380	g13380, g17924	g5709, g16500	mf_9563, mf_10984	5516.g445	g445	g445	g445			g445	g445	g445	g445	g445			
OG0008007	g13410, g24274	g24274, g13410	g13410	g4847, g16044	mf_13885					g16376, g629	g629, g16376						g629, g16376	g21853, g629, g16376	g16376, g629
OG0008008	g13515	g13515	g13515	g6833	mf_13667	2496.g18287	g18287	g18287	g18287	g19071	g19071	g18287	g18287	g18287	g18287	g18287	g19071	g19071	g19071
OG0008009	g27422, g13900	g13900, g27422	g27422, g13900	g25694, g13729, g2285	mf_11557	4973.g12227	g12227	g12227	g12227			g12227	g12227	g12227	g12227	g12227			
OG0008010	g13950	g13950	g13950	g4175	mf_11265	45.g2242	g2242	g2242	g2242	g5166	g5166	g2242	g2242	g2242	g2242	g2242	g5166	g5166	g5166
OG0008011	g14282	g14282	g14282	g27262	mf_2580	138.g20341	g20341	g20341	g20341	g11301	g11301	g20341	g20341	g20341	g20341	g20341	g11301	g11301	g11301
OG0008012	g14386	g14386	g14386	g2013, g17157		6099.g17220	g17220	g17220	g17220	g13218	g13218	g17220	g17220	g17220	g17220	g17220	g13218	g13218	g13218
OG0008013	g21910, g14545	g21910, g14545	g21910, g14545	g30539	mf_8671, mf_10960					g16004, g14858	g16004, g14858						g14858, g16004	g14858, g16004	g14858, g16004
OG0008014	g14788	g14788	g14788	g12433, g13642, g2624			g6711	g6711	g6711	g18692	g18692	g6711	g6711	g6711	g6711	g6711	g18692	g18692	g18692
OG0008015	g14843, g17867	g17867, g14843	g17867, g14843				g4582	g4582	g4582	g304	g304	g4582	g4582	g4582	g4582	g4582	g304	g304	g304
OG0008016	g14964, g19229	g19229, g14964	g19229, g14964	g13002	mf_7289					g14298, g7818	g14298, g7818						g7818, g14298	g14298, g21084, g7818	g7818, g14298
OG0008017	g15226, g15349	g15349	g15226	g28121		13208.g7235	g7235	g7235	g7235	g18485	g18485	g7235	g7235	g7235	g7235	g7235	g18485	g18485	g18485
OG0008018	g15771	g15771	g15771	g18211, g20624, g202, g15045	mf_14732	16132.g3108	g3108	g3108	g3108			g3108	g3108	g3108	g3108	g3108	g12442	g23586	
OG0008019	g15806, g15804	g15806, g15804	g15804, g15806	g23638	mf_5078, mf_12162	13794.g11656, 16632.g11656	g11656	g11656	g11656			g11656	g11656	g11656	g11656	g11656			
OG0008020	g15846	g15846	g15846	g2513	mf_7621	8698.g4611	g4611	g4611	g4611	g11366	g11366	g4611	g4611	g4611	g4611	g4611	g11366	g11366	g11366
OG0008021	g15960	g15960	g15960		mf_1902, mf_7056	4802.g577	g577	g577	g577	g16494	g16494	g577	g577	g577	g577	g577	g16494	g16494	g16494
OG0008022	g16206	g16206	g16206	g15477, g15476, g26710			g23930	g23930	g23930	g18716	g18716	g23930	g23930	g23930	g23930	g23930	g18716	g18716	g18716
OG0008023	g22045, g16459	g16459, g22045	g16459, g22045				g1475	g1475	g1475	g7726	g7726	g1475	g1475	g1475	g1475	g1475	g7726	g7726	g7726
OG0008024	g25080, g16510	g16510, g25080	g16510, g25080	g23945, g30474, g4072, g4071	mf_3469		g3295	g3295	g3295			g3295	g3295	g3295	g3295	g3295			
OG0008025	g16744	g16744	g16744	g18259, g24155, g3467, g25168	mf_14964, mf_8283, mf_6471	8962.g744	g744	g744	g744			g744	g744	g744	g744	g744			
OG0008026	g16863	g16863	g16863	g12686	mf_265	6097.g21587	g21587	g21587	g21587	g9898	g9898	g21587	g21587	g21587	g21587	g21587	g9898	g9898	g9898
OG0008027	g14826, g17074, g21271	g14826, g17074, g21271	g21271, g17074, g14826	g6532, g4957			g2917	g2917	g2917			g2917	g2917	g2917	g2917	g2917			
OG0008028	g17163, g28580	g28580, g17163	g17163, g28580				g12339	g12339	g12339	g7579	g7579	g12339	g12339	g12339	g12339	g12339	g7579	g7579	g7579
OG0008029	g17265	g17265	g17265	g9352, g9353, g12674			g256	g256	g256	g5458	g5458	g256	g256	g256	g256	g256	g5458	g5458	g5458
OG0008030	g17317, g19259	g17317, g19259	g17317, g19259	g7552, g25941, g3428	mf_10232		g3057	g3057	g3057			g3057	g3057	g3057	g3057	g3057		g23918	
OG0008031	g17378	g17378	g17378	g19702	mf_2506, mf_902		g15063	g15063	g15063	g15820	g15820	g15063	g15063	g15063	g15063	g15063	g15820	g15820	g15820
OG0008032	g17736	g17736	g17736	g25950, g10466	mf_873		g16889	g16889	g16889	g18441	g18441	g16889	g16889	g16889	g16889	g16889	g18441	g18441	g18441
OG0008033	g17877	g17877	g17877		mf_5322	11741.g8184, 14640.g8184	g4194	g4194	g4194	g3245	g3245	g4194	g4194	g4194	g4194	g4194	g3245	g3245	g3245
OG0008034	g18206	g18206	g18206	g27584		3545.g11275	g11275	g11275	g11275	g13328	g13328	g11275	g11275	g11273, g11275	g11275	g11275	g13328	g13328	g13328
OG0008035	g18558, g29018	g29018	g18558, g29018	g7664, g27984	mf_12476	3019.g10852				g9514, g18249	g18249, g9514						g18249, g9514	g9514, g18249	g9514, g18249
OG0008036	g18618, g26691	g26691, g18618	g26691, g18618	g14193, g28756, g28583		8114.g8794	g8794	g8794	g8794			g8794	g8794	g8794	g8794	g8794		g7537	
OG0008037	g20955, g21347, g18621	g21347, g18621, g20955	g21347, g20955, g18621	g18310, g8792, g26216	mf_10017					g19106	g19106						g19106	g22298, g19106	g19106
OG0008038	g18685	g18685	g18685	g22024, g22216, g19909			g7424	g7424	g7424	g16324	g16324	g7424	g7424	g7424	g7424	g7424	g16324	g16324	g16324
OG0008039	g18904	g18904	g18904	g3866, g3312		11874.g21276	g21276	g21276	g21276	g17548	g17548	g21276	g21276	g21276	g21276	g21276	g17548	g17548	g17548
OG0008040	g25560, g18976	g18976	g18976		mf_1146, mf_4902		g16712	g16712	g16712	g14726	g14726	g16712	g16712	g16712	g16712	g16712	g14726	g14726	g14726
OG0008041	g19075	g19075	g19075	g7370, g1337	mf_9927		g16605	g16605	g16605	g20057	g20057	g16605	g16605	g16605	g16605	g16605	g20057	g20057	g20057
OG0008042	g25250, g19077	g25250, g19077	g19077, g25250				g14259	g14259	g14259	g9217	g9217	g14259	g14259	g14259	g14259	g14259	g9217	g9217	g9217
OG0008043	g19083	g19083	g19083	g13927	mf_14856	15630.g14893	g14893	g14893	g14893	g1188	g1188	g14893	g14893	g14893	g14893	g14893	g1188	g1188	g1188
OG0008044	g19171, g19945	g19171, g19945	g19945, g19171	g9889, g30096		15480.g15101				g4406, g4415	g4415, g4406						g4406, g4415	g4406, g4415	g4415, g4406
OG0008045	g26292, g19203	g19203, g26292	g19203, g26292			3319.g3064	g3064	g3064	g3064	g4395	g4395	g3064	g3064	g3064	g3064	g3064	g4395		g4395
OG0008046	g19381, g25492	g19381, g25492	g19381, g25492	g15987, g2891	mf_13441					g6085, g17139	g17139, g6085						g6085, g17139	g17139, g6085	g6085, g17139
OG0008047	g19400	g19400	g19400	g16613	mf_9427	8206.g22586	g22586	g22586	g22586	g15773	g15773	g22586	g22586	g22586	g22586	g22586	g15773	g15773	g15773
OG0008048	g19638	g19638	g25719, g19638	g16191		5386.g20135	g20135	g20135	g20135	g8393	g8393	g20135	g20135	g20135	g20135	g20135	g8393	g8393	g8393
OG0008049	g19712	g19712	g15593, g19712	g12579		10251.g19357	g19357	g19357	g19357	g1659	g1659	g19357	g19357	g19357	g19357	g19357	g1659	g1659	g1659
OG0008050	g20227, g19737, g19734	g19737, g19734	g19737, g19734, g20227	g7064	mf_10438		g14737	g14737	g14737			g14737	g14737	g14737	g14737	g14737		g22923	
OG0008051	g19891	g19891	g19891	g5394, g26320		14564.g9833	g9833	g9833	g9833	g4762	g4762	g9833	g9833	g9833	g9833	g9833	g4762	g4762	g4762
OG0008052	g13456, g19915	g19915, g13456	g13456, g11106, g19915	g10098, g12795	mf_9273	6874.g18100	g18100	g18100	g18100			g18100	g18100	g18100	g18100	g18100			
OG0008053	g19994, g22175	g19994, g22175	g19994, g22175		mf_430		g5056		g5056	g16409	g16409	g5056	g5056	g5056	g5056		g16409	g16409, g22914	g16409
OG0008054	g20831	g20831	g20831	g2519		14683.g4616, 14684.g4605	g4605	g4605	g4605	g7909	g7909	g4605	g4605	g4605	g4605	g4605	g7909	g7909	g7909
OG0008055	g20899	g20899	g20899		mf_2678	11632.g4485, 11634.g6372	g6372	g6372	g6372	g9080	g9080	g6372	g6372	g6372	g6372	g6372	g9080	g9080	g9080
OG0008056	g20915	g20915	g20915			2249.g21778	g12627, g12628	g12627	g12627, g12628			g12627, g12628	g12628, g12627	g12627, g12628	g12627, g12628	g12627, g12628			
OG0008057	g21156	g21156	g21156	g9917	mf_11053	6989.g13691	g13691	g13691	g13691	g17099	g17099	g13691	g13691	g13691	g13691	g13691	g17099	g17099	g17099
OG0008058	g21500	g21500	g21500	g5139		13919.g7239	g7239	g7239	g7239	g6439	g6439	g7239	g7239	g7239	g7239	g7239	g6439	g23044, g6439	g6439
OG0008059	g21504	g21504	g21504	g12514	mf_13346	10146.g21953	g21953	g21953	g21953	g6370	g6370	g21953	g21953	g21953	g21953	g21953	g6370	g6370	g6370
OG0008060	g28129, g22177	g22177	g22177	g27100		3889.g15895	g15895	g15895	g15895	g8232	g8232	g15895	g15895	g15895	g15895	g15895	g8232	g8232	g8232
OG0008061	g22308	g22308	g22308	g15432		4014.g15019	g15019	g15019	g15019	g813	g813	g15019	g15019	g15019	g15019	g15019	g813	g23664, g813	g813
OG0008062	g22391	g22391	g22391	g4431	mf_5501	4521.g4046	g4046	g4046	g4046	g6084	g6084	g4046	g4046	g4046	g4046	g4046	g6084	g6084	g6084
OG0008063	g22643, g24211	g24211	g24211	g28046		1140.g19068	g14443	g14443	g14443	g14174	g14174	g14443	g14443	g14443	g14443	g14443	g14174	g14174	g14174
OG0008064	g22863	g22863	g22863	g4614	mf_12905	1091.g14205	g14205	g14205	g14205	g1006	g1006	g14205	g14205	g14205	g14205	g14205	g1006	g1006	g1006
OG0008065	g22954	g22954	g22954	g19608			g16304	g16304	g16304	g3725	g3725	g16304	g16304	g16304	g16304	g16304	g3725	g25478, g24379, g3725	g3725
OG0008066	g23410	g23410	g23410	g17087, g17088, g4725			g271	g271	g271	g2368	g2368	g271	g271	g271	g271	g271	g2368	g2368	g2368
OG0008067	g24277	g24277	g24277	g6125, g17075	mf_12676		g24294	g24294	g24294	g777	g777	g24294	g24294	g24294	g24294	g24294	g777	g777	g777
OG0008068	g13032, g24487	g13032, g24487	g13032, g24487				g3229	g3229	g3229	g6294	g6294	g3229	g3229	g3229	g3229	g3229	g6294	g6294	g6294
OG0008069	g24584	g24584	g24584	g27748	mf_10548		g16329	g16329	g16329	g7648	g7648	g16329	g16329	g16329	g16329	g16329	g7648	g7648, g21962	g7648
OG0008070	g24924	g24924	g9016, g24924		mf_301, mf_13940		g779	g779	g779	g8998	g8998	g779	g779	g779	g779	g779	g8998	g8998	g8998
OG0008071	g25157	g25157	g25157	g28848, g21, g4292	mf_9266, mf_6548	2276.g23532	g23532	g23532	g23532			g23532	g23532	g23532	g23532	g23532		g24891, g24656	
OG0008072	g25173, g14370	g25173, g14370	g25173, g14370	g30174	mf_5731		g1757	g1757	g1757	g4360	g4360	g1757	g1757		g1757		g4360	g4360	g4360
OG0008073	g25330	g25330	g25330	g12869	mf_3960, mf_5204		g7822	g7822	g7822	g7389	g7389	g7822	g7822	g7822	g7822	g7822	g7389	g7389	g7389
OG0008074	g25378	g25378	g25378	g30425	mf_1519	12174.g1765	g1765	g1765	g1765	g584	g584	g1765	g1765	g1765	g1765	g1765	g584	g584	g584
OG0008075	g25401	g25401	g25401	g11318, g6194	mf_14210	10297.g2840	g2840	g2840	g2840	g9639		g2840	g2840	g2840	g2840	g2840	g9639	g9639	g9639
OG0008076	g25505	g25505	g25505	g8433	mf_7038	11481.g7787	g7787	g7787	g7787	g14607	g14607	g7787	g7787	g7787	g7787	g7787	g14607	g14607	g14607
OG0008077	g25525	g25525	g25525	g11172, g26778	mf_14019	3890.g652	g652	g652	g652	g14648	g14648	g652		g652	g652	g652	g14648	g14648	g14648
OG0008078	g25541	g25541	g25541	g20043, g20163		11721.g16397	g16397	g16397	g16397	g7915	g7915	g16397	g16397	g16397	g16397	g16397	g7915	g7915	g7915
OG0008079	g25856	g25856	g25856	g18102, g11506	mf_14586		g12568	g12568	g12568	g8806	g8806	g12568	g12568	g12568	g12568	g12568	g8806	g8806	g8806
OG0008080	g25930	g5965, g25930	g5965, g25930		mf_3118		g10480	g10480	g10480	g17093	g17093	g10480	g10480	g10480	g10480	g10480	g17093	g17093	g17093
OG0008081	g25983	g25983	g25983	g159		11915.g22657	g22657	g22657	g22657	g18377	g18377	g22657	g22657	g22657	g22657	g22657	g18377	g23403, g18377	g18377
OG0008082	g26032	g26032	g26032	g29699	mf_9785	13389.g5534	g5534	g5534	g5534	g7128	g7128	g5534	g5534	g5534	g5534	g5534	g7128	g7128	g7128
OG0008083	g26091	g26091	g26091	g8208	mf_11609	9968.g15191	g15191	g15191	g15191	g3893	g3893	g15191	g15191	g15191	g15191	g15191	g3893	g3893	g3893
OG0008084	g26232	g26232	g26232				g13838, g10219	g13838, g10219	g10219, g13838			g13838, g10219	g10219, g13838	g10219, g13838	g10219, g13838	g13838, g10219			
OG0008085	g26484	g26484	g26484	g13556, g16761			g22384	g22384	g22384	g18502	g18502	g22384	g22384	g22384	g22384	g22384	g18502	g23830, g18502	g18502
OG0008086	g26504	g26504	g26504		mf_11294, mf_11003	11805.g11464	g11464	g11464	g11464	g6152	g6152	g11464	g11464	g11464	g11464	g11464	g6152	g6152	g6152
OG0008087	g26510	g26510	g26510	g26302		11799.g13541, 3619.g13541	g13541	g13541	g13541	g8616	g8616	g13541	g13541	g13541	g13541	g13541	g8616	g8616	g8616
OG0008088	g26570	g26570	g26570	g4934		5411.g22263	g22263	g22263	g22263	g9266	g9266	g22263	g22263	g22263	g22263	g22263	g9266	g20389, g9266	g9266
OG0008089	g26667	g26667	g26667			9274.g13783	g13783	g13783, g5550	g5550, g13783	g5727	g5727	g13783	g5550, g13783	g5550, g13783	g13783	g13783, g5550			
OG0008090	g26822	g26822	g26822	g4200	mf_253	3643.g22733	g22733	g22733	g22733	g3727	g3727	g22733	g22733	g22733	g22733	g22733	g3727	g3727	g3727
OG0008091	g26894	g26894	g26894	g22810, g14860	mf_13932		g2836	g2836	g2836	g2949	g2949	g2836	g2836	g2836	g2836	g2836	g2949	g2949	g2949
OG0008092	g27106	g27106	g27106		mf_10652, mf_7580	9581.g13233	g13233	g13233	g13233	g5062	g5062	g13233	g13233	g13233	g13233	g13233	g5062	g5062	g5062
OG0008093	g27299	g27299	g27299	g7441	mf_13463	12851.g23182, 12853.g21206, 12852.g20378	g21206	g21206	g21206			g21206	g21206	g20378, g21206	g21206	g23182, g20378, g21206			
OG0008094	g27353	g27353	g27353	g5240		965.g2465	g2465	g2465	g2465	g4474	g4474	g2465	g2465	g2465	g2465	g2465	g4474	g4474, g21395	g4474
OG0008095	g27615	g27615	g27615	g12771	mf_5621	1057.g18873	g18873	g18873	g18873	g7968	g7968	g18873	g18873	g18873	g18873	g18873	g7968	g7968	g7968
OG0008096	g27737	g27737	g27737	g13952		9631.g21778, 16068.g21778	g21778	g21778	g21778	g262	g262	g21778	g21778	g21778	g21778	g21778	g262	g262	g262
OG0008097	g27783	g27783	g27783	g9445	mf_10400	15859.g2223	g2223	g2223	g2223	g16209	g16209	g2223	g2223	g2223	g2223	g2223	g16209	g16209	g16209
OG0008098	g28001, g29271	g29271, g28001	g28001, g29271				g2786	g2786	g2786	g5028	g5028	g2786	g2786	g2786	g2786	g2786	g5028	g5028	g5028
OG0008099	g28032			g16421, g16420, g4910	mf_4412		g13526	g13526	g13526	g7554	g7554	g13526	g13526	g13526	g13526	g13526	g7554	g25197, g7554	g7554
OG0008100	g28167	g28167	g28167	g30903	mf_786		g5430	g5430	g5430	g848	g848	g5430	g5430	g5430	g5430	g5430	g848	g848, g20777	g848
OG0008101	g28230	g28230	g28230	g14970, g28891	mf_1277		g2219	g2219	g2219	g16213	g16213	g2219	g2219	g2219	g2219	g2219	g16213	g16213	g16213
OG0008102	g28262	g28262, g5009	g5009		mf_5418	14003.g21993	g21993	g21993	g21993	g14842	g14842	g21993	g21993	g21993	g21993	g21993	g14842	g14842	g14842
OG0008103	g28420	g28420	g28420	g15337	mf_13896	8887.g5465	g5465	g5465	g5465	g13745	g13745	g5465	g5465	g5465	g5465	g5465	g13745	g13745	g13745
OG0008104	g28452	g28452	g28452	g17725	mf_6160	13556.g1722	g1722	g1722	g1722	g10119	g10119	g1722	g1722	g1722	g1722	g1722	g10119	g10119	g10119
OG0008105	g28568	g28568	g28568				g11063, g11062	g11062, g11063	g11063, g11062			g11062, g11063	g11063, g11062	g11062, g11063	g11062, g11063	g11062, g11063			
OG0008106	g28841	g28841	g28841	g7360	mf_13423	12226.g23010	g23010	g23010	g23010	g17173	g17173	g23010	g23010	g23010	g23010	g23010	g17173	g17173	g17173
OG0008107	g29217	g29217	g29217			11757.g4962, 12343.g4962	g4962	g4962	g4962	g11087	g11087	g4962	g4962	g4962	g4962	g4962	g11087	g2627, g11087	g11087
OG0008108	g29583	g29583	g29583		mf_8304	7736.g22132	g22132	g22132	g22132	g1028	g1028	g22132	g22132	g22132	g22132	g22132	g1028	g5902, g1028	g1028
OG0008109	g29857, g29858	g29857, g29858	g29858, g29857	g9462, g9463, g6070	mf_1264	13383.g12486	g12486	g12486	g12486			g12486	g12486	g12486	g12486	g12486			
OG0008110	g29941	g29941	g29941		mf_6508	8182.g5162	g5162	g5162	g5162	g14660	g14660	g5162	g5162	g5162	g5162	g5162	g14660	g24123, g14660	g14660
OG0008111	g250	g250, g18772	g250	g26873		8059.g15803	g15803	g15803	g15803	g11847	g11847	g15803	g15803	g15803	g15803	g15803	g11847	g11847	g11847
OG0008112	g1318	g1318				1935.g4832	g4832, g4839	g4832, g4839	g4839, g4832			g4839, g4832	g4839, g4832	g4839, g4832	g4839, g4832	g4839, g4832			
OG0008113	g3298	g3298	g3298	g30902	mf_6387		g5431	g5431	g5431	g847	g847	g5431	g5431	g5431	g5431	g5431	g847	g847, g20778	g847
OG0008114	g3517, g22087, g7248	g22087, g3517, g7248	g22087, g7248, g3517			6383.g2078	g2078	g2078	g2078			g2078	g2078	g2078	g2078	g2078		g21662	
OG0008115	g28351, g4512	g28351, g4512	g28351, g4512	g314	mf_8076, mf_5970	2855.g8954	g8954	g8954	g8954			g8954	g8954	g8954	g8954	g8954		g6186	
OG0008116	g5166, g6101	g5166, g6101	g5166, g6101	g10712, g27164, g19662, g8099, g14489	mf_12557	372.g1548				g16686	g16686						g16686	g16686, g7849	g16686
OG0008117	g7661	g7661	g7661	g14981, g17449		10076.g1409	g1409	g1409	g1409	g17255	g17255	g1409	g1409	g1409	g1409	g1409	g17255	g17255	g17255
OG0008118	g8025	g8025	g8025	g23574	mf_669, mf_8953		g18607	g18607	g18607	g11661	g11661	g18607	g18607	g18607	g18607	g18607	g11661	g11661	g11661
OG0008119	g10969	g10969	g10969	g6251, g26543	mf_10895		g7674	g7674	g7674	g10922	g10922	g7674	g7674	g7674	g7674	g7674	g10922	g10922	g10922
OG0008120	g11041	g11041	g11041		mf_3014, mf_824	6490.g9950	g9950	g9950	g9950	g11294	g11294	g9950	g9950	g9950	g9950	g9950	g11294	g11294	g11294
OG0008121	g11649	g24781, g11649	g11649, g24781			11982.g14798	g14798	g14798	g14798	g7479	g7479	g14798	g14798	g14798	g14798	g14798	g7479	g7479	g7479
OG0008122	g12379	g12379	g12379				g6000, g938	g6000, g938	g6000, g938			g6000, g938	g938, g6000	g938, g6000	g938, g6000	g938, g6000			
