	MareHarA_ref.aa.fasta	MareL28.aa.fasta	MareL32.aa.fasta	MentL30_ref.aa.fasta	MfloJB5_ref.aa.fasta	MfloSJF1_ref.aa.fasta	Minc557R.aa.fasta	MincA14.aa.fasta	MincHarC.aa.fasta	MincL15.aa.fasta	MincL17.aa.fasta	MincL19.aa.fasta	MincL27.aa.fasta	MincL9.aa.fasta	MincVW6.aa.fasta	MincW1_ref.aa.fasta	MjavL57.aa.fasta	MjavVW4_ref.aa.fasta	MjavVW5.aa.fasta
OG0005237				g5858, g29730	mf_7060, mf_4331, mf_13623, mf_3399, mf_544, mf_12800, mf_9103, mf_12411, mf_6153, mf_8701, mf_6903, mf_4240, mf_9552, mf_9948, mf_1413, mf_4745, mf_5139, mf_14161, mf_10977, mf_12138, mf_9142, mf_1686, mf_10075														
OG0005238				g6632, g30004, g9991	mf_1084, mf_11773, mf_6447	g6570	g5139	g5139	g5139	g3284, g14673	g3284, g14673	g5139	g5139	g5139	g5139	g5139	g3284, g14673	g3284, g14673	g14673, g3284
OG0005239				g30727, g6893	mf_11963	g5157	g3658, g8487	g3658, g8487	g8487, g3658	g18288	g18288	g8487, g3658	g8487, g3658	g3658, g8487	g8487, g3658	g3658, g8487	g18288	g18288	g18288
OG0005240				g7591, g26491, g20917, g30989, g24997, g10364		g13015	g19677	g19677	g19677	g7383, g10492	g7383, g10492	g19677	g19677	g19677	g19677	g19677	g7383, g10492	g10492, g7383	g7383, g10492
OG0005241				g9135, g9137	mf_4879	g6305	g895, g13359	g895, g13359	g13359, g895	g2032	g2032	g13359, g895	g895, g13359	g895, g13359	g895, g13359	g895, g13359	g2032	g2032	g2032
OG0005242				g10963			g19150, g19151, g3373	g3373, g19151, g19150	g3373, g19150, g19151			g19151, g19150, g3373	g3373, g19150, g19151	g3373, g19150, g19151	g19151, g19150, g3373	g19151, g19150, g3373			
OG0005243				g20212, g3080, g11280, g18020, g16015, g11279	mf_13064		g14247	g14247	g14247	g14957, g16265	g14957, g16265	g14247	g14247	g14247	g14247	g14247	g16265, g14957	g14957, g16265	g14957, g16265
OG0005244				g13158	mf_7584, mf_9985	g7220	g2642, g3540	g3540, g2642	g3540, g2642	g6443	g6443	g2642, g3540	g3540, g2642	g3540, g2642	g2642, g3540	g2642, g3540	g6443	g6443	g6443
OG0005245				g29963, g30641, g15079	mf_13766		g7856, g946	g7856, g946	g7856, g946	g8041	g8041	g946, g7856	g946, g7856	g7856, g946	g946, g7856	g7856, g946	g8041	g8041	g8041
OG0005246				g19310	mf_10510	g5155	g18165, g97	g97, g18165	g97, g18165	g9601	g9601	g18165, g97	g18165, g97	g97, g18165	g97, g18165	g97, g18165	g9601	g9601, g22507	g9601
OG0005247				g21214			g20659, g13912, g8899	g8899, g13912, g20659	g20659, g8899, g13912			g20659, g8899, g13912	g8899, g20659, g13912	g20659, g13912, g8899	g13912, g8899, g20659	g20659, g13912, g8899			
OG0005248				g21290, g25197	mf_313	g44	g77, g81	g81, g77	g81, g77	g15497	g15497	g81, g77	g81, g77	g81, g77	g81, g77	g81, g77	g15497	g15497	g15497
OG0005249				g27034, g27869	mf_10171	g12211	g966, g4448	g966, g4448	g4448, g966	g17077	g17077	g966, g4448	g966, g4448	g4448, g966	g4448, g966	g966, g4448	g17077	g17077	g17077
OG0005250				g21126, g27206	mf_2517	g8814	g2054, g2865	g2054, g2865	g2865, g2054	g6229	g6229	g2054, g2865	g2865, g2054	g2865, g2054	g2865, g2054	g2865, g2054	g6229	g6229	g6229
OG0005251				g29027	mf_623, mf_6396, mf_7830	g605, g731, g479	g6785	g6785	g6785	g1433, g9781	g9781, g1433	g6785	g6785	g6785	g6785	g6785	g9781, g1433	g1433, g9781	g9781, g1433
OG0005252					mf_5745	g7636	g8025	g8025	g8025	g11684, g14541, g3529	g11684, g14541, g3529	g8025	g8025	g8025	g8025	g8025	g11684, g14541, g3529	g14541, g11684, g3529	g3529, g14541, g11684
OG0005253					mf_14858	g10980	g5736	g5736	g5736	g18241, g18242, g13305	g18242, g13305, g18241	g5736	g5736	g5736	g5736	g5736	g18241, g18242, g13305	g18241, g13305, g18242	g13305, g18241, g18242
OG0005254					mf_13241		g20496, g23470, g3104	g20496, g23470, g3104	g20496, g3104, g23470			g23470, g20496, g3104	g23470, g20496, g3104	g20496, g23470, g3104	g20496, g3104, g23470	g23470, g3104, g20496			
OG0005255							g10872, g498	g498, g10872	g498, g10872	g4312	g4312, g19758	g498, g10872	g10872, g498	g498, g10872	g10872, g498	g498, g10872	g4312, g19758	g4312, g19758	g19758, g4312
OG0005256							g6157, g4333	g6157, g4333	g5986, g4333, g6157	g11867		g4333, g6157, g5986	g6157, g4333, g5986	g6157, g4333	g5986, g6157, g4333	g4333, g5986, g6157	g11867	g11867	g11867
OG0005257							g7150, g24581, g13654	g13654, g24581, g7150	g13654, g7150, g24581			g13654, g24581, g7150	g13654, g24581, g7150	g7150, g13654, g24581	g24581, g7150, g13654	g7150, g13654, g24581	g1791		
OG0005258							g20744, g20743	g20743, g20744	g20744, g20743	g434	g434, g16977	g20743, g20744	g20744, g20743	g20744, g20743	g20743, g20744	g20744, g20743	g434, g16977	g434, g16977	g16977, g434
OG0005259	g503, g53, g23104, g3826	g503, g23104, g3826, g53	g53, g3826, g503, g23104	g14293, g3549	mf_6517	g9494	g4332	g4332	g4332			g4332	g4332	g4332	g4332	g4332			
OG0005260	g23669, g89	g89, g23669	g23669, g89	g18089, g16810, g17233	mf_2116	g4979	g12192	g12192	g12192	g1296	g1296	g12192	g12192	g12192	g12192	g12192	g1296	g1296	g1296
OG0005261	g12724, g133	g133	g133		mf_530	g964	g2586	g2586	g2586	g7402, g12705	g7402, g12705	g2586	g2586	g2586	g2586	g2586	g12705, g7402	g12705, g7402	g12705, g7402
OG0005262	g158	g158	g158	g5742, g11420, g10555, g20961	mf_4328, mf_9789	g8030, g13046	g16502	g16502	g16502	g15827	g15827	g16502	g16502	g16502	g16502	g16502	g15827	g15827	g15827
OG0005263	g168, g2828, g9768	g2828	g168, g2828	g22168, g22380	mf_13993, mf_1592	g2000	g23546	g23546	g23546	g6990	g6990	g23546	g23546	g23546	g23546	g23546	g6990	g6990	g6990
OG0005264	g3957, g194, g10694	g3957, g194	g194, g3957	g20616	mf_9870	g9637	g8311	g8311	g8311	g15440	g15440	g8311	g8311	g8311	g8311	g8311	g15440	g15440, g21711	g15440
OG0005265	g215, g21047, g6161	g21047, g215	g215, g6161	g20218, g19452, g28607, g5095, g2681	mf_5837, mf_11252, mf_8930, mf_11732, mf_2736	g13353, g5023				g17923	g17923						g17923	g17923	g17923
OG0005266	g26519, g240	g240, g26519	g240, g26519	g23859, g5594	mf_5536	g12216	g7954	g7954	g7954	g7616	g7616	g7954	g7954	g7954	g7954	g7954	g7616	g24370, g7616	g7616
OG0005267	g1650, g263	g263, g1650	g263	g3766, g2199, g10246	mf_1112		g12285	g12285	g12285	g2675	g2675	g12285	g12285	g12285	g12285, g9967	g12285, g9967	g2675	g2675	g2675
OG0005268	g265	g265	g265	g12563	mf_4783	g4164	g16172	g16172	g16172	g1805, g2677	g1805, g2677	g16172	g16172	g16172	g16172	g16172	g1805, g2677	g2677, g1805	g2677, g1805
OG0005269	g277	g277, g278, g6551, g5048	g277				g6081	g6081	g6081	g8369, g15991	g15991, g8369	g6081	g6081	g6081	g6081	g6081	g15991, g8369	g15991, g8369	g8369, g15991
OG0005270	g314, g309	g309, g314	g314	g15623	mf_2858	g3676	g18882	g18882	g18882	g9860, g19078	g9860	g18882	g18882	g18882	g18882	g18882	g19078, g9860	g9860, g19078	g9860
OG0005271	g11792, g24373, g340	g11792, g340	g11792, g340	g24242, g22787, g12231		g439	g12584	g12584	g12584	g2271	g2271	g12584	g12584	g12584	g12584	g12584	g2271	g2271	g2271
OG0005272	g383	g383	g383	g10062	mf_7240	g6791	g12424	g12424	g12424	g10120, g13215	g10120, g13215	g12424	g12424	g12424	g12424	g12424	g13215, g10120	g13215, g10120	g10120, g13215
OG0005273	g531	g531	g531	g16061	mf_13973		g16585, g16681	g16585, g16681	g16585, g16681			g16681, g16585	g16585, g16681	g16681, g16585	g16585, g16681	g16585, g16681		g24967, g22761, g23600	
OG0005274	g592	g592	g592	g11933	mf_9729	g12077	g14324	g14324	g14324	g6023, g6030	g6030, g6023	g14324	g14324	g14324	g14324	g14324	g6023, g6030	g6023, g6030	g6030, g6023
OG0005275	g608	g608	g608	g14669, g18654	mf_13159	g6218	g6495, g7242	g6495, g7242	g6495, g7242			g7242, g6495	g7242, g6495	g7242, g6495	g7242, g6495	g7242, g6495		g22867	
OG0005276	g669, g4748	g4748, g669	g669	g15472, g9370, g390			g16650, g17893	g17893, g16650	g17893, g16650			g16650, g17893	g16650, g17893	g16650, g17893	g16650, g17893	g17893, g16650			
OG0005277	g710, g12188, g18204	g18204, g710	g18204, g710	g14106, g6860, g14861	mf_9733		g11090	g11090	g11090	g6769	g6769	g11090	g11090	g11090	g11090	g11090	g6769	g6769	g6769
OG0005278	g754, g762	g754, g762	g762, g754	g5015	mf_1188	g9743, g6449	g19650	g19650	g19650	g19250	g19250	g19650	g19650	g19650	g19650	g19650	g19250	g19250, g21630	g19250
OG0005279	g771	g771	g771	g19234	mf_8420	g7351	g10612	g10612	g10612	g8006, g8095	g8095, g8006	g10612	g10612	g10612	g10612	g10612	g8095, g8006	g8006, g8095	g8095, g8006
OG0005280	g908, g23961	g908, g23961	g23961, g908	g1295, g5981		g11177	g8546	g8546	g8546	g5976	g2385, g5976	g8546	g8546	g8546	g8546	g8546	g5976	g5976	g2385, g5976
OG0005281	g26532, g988	g988, g26532	g26532, g988	g6175, g6174, g29357	mf_4186		g12579	g12579	g12579	g10553	g10553	g12579	g12579	g12579	g12579	g12579	g10553	g10553, g21042	g10553
OG0005282	g23184, g1017, g4904	g4904, g1017	g1017, g4904		mf_3894, mf_8211	g9995, g1525	g5823	g5823	g5823	g9605	g9605	g5823	g5823	g5823	g5823	g5823	g9605	g9605	g9605
OG0005283	g3974, g1035	g1035, g3974	g3974, g1035	g19924, g15276, g25378, g10612, g25142	mf_12995	g7294				g15980, g15320	g15980, g15320						g15980, g15320	g15980, g15320, g21440	g15980, g15320
OG0005284	g23733, g1044, g3532	g3532, g23733, g1044	g23733, g1044, g3532	g29932, g19036	mf_3581, mf_10996	g12571				g333, g3044	g3044, g333						g3044, g333	g333, g3044	g333, g3044
OG0005285	g25785, g1068	g1068	g1068		mf_4215	g3964	g1795	g1795	g1795	g3078, g352	g3078, g352	g1795	g1795	g1795	g1795	g1795	g352, g3078	g3078, g352	g352, g3078
OG0005286	g26407, g1084, g10496	g1084, g26407	g26407, g1084	g28648, g27037	mf_7381		g9872	g9872	g9872	g1878	g1878	g9872	g9872	g9872	g9872	g9872	g1878	g1878, g24718	g1878
OG0005287	g16240, g1158, g3902	g16240, g1158	g16240, g3902, g1158	g8953		g13734	g11790	g11790	g11790	g8234	g8234	g11790	g11790	g11790	g11790	g11790	g8234	g8234, g23010	g8234
OG0005288	g1175	g1175	g1175		mf_11255	g5886, g2498	g22088	g22088	g22088	g15298, g1312	g1312, g15298	g22088	g22088	g22088	g22088	g22088	g15298, g1312	g1312, g15298	g1312, g15298
OG0005289	g1186	g1186	g1186	g17856, g18533	mf_4996		g520	g520	g520	g7193, g11224	g7193, g11224	g520	g520	g520	g520	g520	g7193, g11224	g11224, g7193	g7193, g11224
OG0005290	g16797, g1278	g16797, g1278	g16797, g1278	g8352	mf_8386	g7461	g4191	g4191	g4191	g5491	g5491	g4191	g4191	g4191	g4191	g23335, g4191	g5491	g3248, g5491	g5491
OG0005291	g29304, g1330	g1330, g29304	g29304, g1330	g24862, g4147, g25124	mf_5552	g5936	g23494	g23494	g23494	g9487	g9487	g23494	g23494	g23494	g23494	g23494	g9487	g9487	g9487
OG0005292	g1416	g1416	g1416	g3666	mf_11131	g11042	g7486	g7486	g7486	g7435, g158	g158, g7435	g7486	g7486	g7486	g7486	g7486	g7435, g158	g158, g7435	g7435, g158
OG0005293	g22585, g16826, g1511	g16826, g22585, g1511	g1511, g22585, g16826	g8803	mf_11166		g19755	g19755	g19755	g13015	g13015	g19755	g19755	g19755	g19755	g19755	g13015	g13015	g13015
OG0005294	g18511, g1542	g1542, g18511	g1542, g18511	g7679, g11155	mf_10352	g2810	g9208	g9208	g9208	g17442	g17442	g9208	g9208	g9208	g9208	g9208	g17442	g23160, g17442	g17442
OG0005295	g12036, g1606	g1606, g12036	g12036, g1606	g25886	mf_4155	g2079	g22907	g22907	g22907	g15077	g15077	g22907	g22907	g22907	g22907	g22907	g15077	g15076, g15077, g21100	g15077
OG0005296	g15392, g1659	g1659, g15392	g15392, g1659			g6005	g18905, g23861	g23861, g18905	g18905, g23861	g5605		g23861, g18905	g23861, g18905	g23861, g18905	g18905, g23861	g23861, g18905			
OG0005297	g21606, g1683	g21606, g1683	g1683, g21606	g23334, g26291, g26601		g11775	g13374	g13374	g13374	g9049	g9049	g13374	g13374	g13374	g13374	g13374		g22944, g9049, g22351	g9049
OG0005298	g6349, g1696	g1696, g6349	g6349, g1696	g16358, g15112, g6230		g13904	g4420	g4420	g4420	g12626	g12626	g4420	g4420	g4420	g4420	g4420	g12626	g21733, g12626	g12626
OG0005299	g1706	g1706	g1706	g2705, g9103		g10820	g5410	g5410	g5410	g11519, g3107	g11519, g3107	g5410	g5410	g5410	g5410	g5410	g11519, g3107	g3107, g11519	g3107, g11519
OG0005300	g1730	g1730	g1730	g17455	mf_9384	g8874	g13674	g13674	g13674	g15963, g5150	g15963, g5150	g13674	g13674	g13674	g13674	g13674	g15963, g5150	g5150, g15963	g15963, g5150
OG0005301	g1381, g1759	g1381, g1759	g1759, g1381	g2336	mf_9838	g6919, g11252, g1118	g7339	g7339	g7339	g2517	g2517	g7339	g7339	g7339	g7339	g7339	g2517	g2517	g2517
OG0005302	g1862	g1862	g1862	g2817, g19371	mf_1620		g5420	g5420	g5420	g789, g7131	g7131, g789	g5420	g5420	g5420	g5420	g5420	g7131, g789	g789, g7131	g789, g7131
OG0005303	g1886, g23886	g23886, g1886	g1886, g23886				g17606	g17606	g17606	g17691, g11430	g11430, g17691	g17606	g17606	g17606	g17606	g17606	g17691, g11430	g17691, g11430	g17691, g11430
OG0005304	g2081, g1979, g7223	g2081, g1979	g1979, g2081	g6538	mf_13199		g15553, g2561	g15553, g2561	g15553, g2561			g15553, g2561	g15553, g2561	g2561, g15553	g15553	g15553, g2561			
OG0005305	g2215, g9000	g9000, g2215	g2215, g9000	g26224, g9508, g24182		g10053	g9242	g9242	g9242	g13122	g13122	g9242	g9242	g9242	g9242	g9242	g13122	g13122, g21098	g13122
OG0005306	g5847, g2299	g5847	g5847, g2299		mf_11782	g4263	g7634	g7634	g7634	g17694, g16181	g17694, g16181	g7634	g7634	g7634	g7634	g7634	g17694, g16181	g16181	g17694, g16181
OG0005307	g11795, g2307	g2307, g11795	g11795, g2307	g22958, g12178, g12081	mf_6782	g868	g18727	g18727	g18727	g2022	g2022	g18727	g18727	g18727	g18727	g18727	g2022	g2022	g2022
OG0005308	g9204, g2313	g2313, g9204	g9204, g2313		mf_9017	g14058	g2892, g2895	g2895, g2892	g2892, g2895			g2895, g2892	g2895, g2892	g2892, g2895	g2895, g2892	g2895, g2892			
OG0005309	g2349, g19422	g2349, g19422	g2349, g19422	g1754, g23541	mf_5393	g5340	g17321	g17321	g17321	g9449	g9449	g17321	g17321	g17321	g17321	g17321	g9449	g24803, g9449	g9449
OG0005310	g2426	g2426	g2426	g5435	mf_459	g6335	g2690	g2690	g2690	g1205, g17771	g1205, g17771	g2690	g2690	g2690	g2690	g2690	g17771, g1205	g17771, g1205	g17771, g1205
OG0005311	g2443	g2443	g2443	g8541, g7066, g8904	mf_8137	g8160	g12467, g2048	g12467, g2048	g12467, g2048			g12467, g2048	g12467, g2048	g2048, g12467	g2048, g12467	g12467, g2048			
OG0005312	g14632, g19155, g2508	g19155, g14632	g2508, g19155, g14632	g1567	mf_14385	g13619	g5112	g5112	g5112	g19567	g19567	g5112	g5112	g5112	g5112	g5112	g19567	g19567	g19567
OG0005313	g2513	g2513	g2513	g5076, g19243, g18998, g3921, g21820, g14152, g14148	mf_14618		g8609	g8609	g8609	g18260	g18260	g8609	g8609	g8609	g8609	g8609	g18260	g18260	g18260
OG0005314	g2543, g4030	g2543, g4030	g4030, g2543	g26487, g2984	mf_6445	g7023	g4355	g4355	g4355	g18808	g18808	g4355	g4355	g4355	g4355	g4355	g18808	g23129, g18808	g18808
OG0005315	g2581	g2581	g2581				g20680, g12129	g20680, g12129	g20680, g12129	g8776	g8776	g20680, g12129	g12129, g20680	g12129, g20680	g12129, g20680	g12129, g20680	g8776	g8776	g8776
OG0005316	g2617, g2611	g2611, g2617	g2617, g2611	g10615, g1921		g11761	g16175, g16174	g16174, g16175	g16174, g16175			g16175, g16174	g16174	g16175, g16174	g16175, g16174	g16175, g16174			
OG0005317	g2616	g2616	g2616	g22926, g1920		g4040	g23833	g23833	g23833	g1958, g2710	g1958, g2710	g23833	g23833	g23833	g23833	g23833	g2710, g1958	g2710, g1958	g2710, g1958
OG0005318	g2634	g2634	g2634	g26467		g11651	g4154, g16068	g16068	g16068, g4154	g3211	g3211	g16068, g4154	g16068	g4154, g16068	g4154, g16068	g4154, g16068	g3211	g3211	g3211
OG0005319	g2635	g2635	g2635		mf_2722	g11652	g4153, g16067	g16067	g16067, g4153	g3210	g3210	g16067, g4153	g16067	g16067, g4153	g4153, g16067	g4153, g16067	g3210	g3210	g3210
OG0005320	g2665, g25835	g10589, g25835, g2665	g25835, g10589, g2665	g28851	mf_3668	g12050	g4813	g4813	g4813	g17211	g17211	g4813	g4813	g4813	g4813	g4813	g17211	g17211	g17211
OG0005321	g2753	g2753	g2753	g19166	mf_4668, mf_2771	g829, g3000	g1877, g3185	g3185, g1877	g3185, g1877			g3185, g1877	g3185, g1877	g3185, g1877	g1877, g3185	g1877, g3185			
OG0005322	g2788	g2788	g2788	g3806, g3362	mf_6323		g6166	g6166	g6166	g8562, g12376	g12376, g8562	g6166	g6166	g6166	g6166	g6166	g12376, g8562	g12376, g8562	g12376, g8562
OG0005323	g14410, g2825, g24392	g24392, g2825, g14410	g14410, g24392, g2825	g18283, g12212, g18419	mf_3690	g5382				g3602, g4760	g4760, g3602						g3602, g4760	g3602, g4760	g3602, g4760
OG0005324	g2887, g4814	g4814, g2887	g2887, g4814	g23202		g14378	g14431, g6670	g6670, g14431	g6670, g14431			g6670	g6670, g14431	g6670	g14431, g6670	g14431, g6670		g8890, g9293	
OG0005325	g2929, g6206	g6206, g2929	g2929, g6206	g26271, g820	mf_1569	g10527	g13205	g13205	g13205	g7545	g7545	g13205	g13205	g13205	g13205	g13205	g7545	g7545, g21892	g7545
OG0005326	g2950, g3205, g1952	g1952, g2950, g3205	g1952, g2950, g3205	g12470, g7614, g25919	mf_2028	g5286				g1620, g17724	g1620, g17724						g17724, g1620	g1620, g17724	g17724, g1620
OG0005327	g2954, g2960	g2954	g2954		mf_11357	g2793	g8925	g8925	g8925	g5613, g10901	g5613, g10901	g8925	g8925	g8925	g8925	g8925	g5613, g10901	g10901, g5613	g5613, g10901
OG0005328	g2965	g2965	g2965	g18754, g10913		g8594	g4130	g4130	g4130	g4437, g1042	g1042, g4437	g4130	g4130	g4130	g4130	g4130	g4437, g1042	g1042, g4437	g1042, g4437
OG0005329	g2971, g8014, g8010	g8014, g2971	g2971, g8014	g18722	mf_2228, mf_3837	g6775	g3637	g3637	g3637	g19437	g19437	g3637	g3637	g3637	g3637	g3637	g19437	g19437	g19437
OG0005330	g2973, g9093, g8012	g8012, g9093, g2973	g8012, g9093	g29729, g26863, g2322, g16534	mf_2477, mf_5606	g13280	g8814	g8814	g8814			g8814	g8814	g8814	g8814	g8814		g22618	
OG0005331	g3110, g3938	g3110, g3938	g3938, g3110	g25566	mf_6251, mf_10323	g2375	g1338	g1338	g1338	g1023	g1023	g1338	g1338	g1338	g1338	g1338	g1023	g1023, g21973	g1023
OG0005332	g3114, g20164	g3114, g20164	g20164, g3114	g24224, g24225, g21109	mf_7267	g12602	g17664	g17664	g17664	g9823	g9823	g17664	g17664	g17664	g17664	g17664	g9823	g9823	g9823
OG0005333	g3130, g25670	g3130, g25670	g3130, g25670	g9797, g27790, g19760	mf_4188, mf_836	g5343, g1866, g4339, g2323	g6971	g6971	g6971			g6971	g6971	g6971	g6971	g6971		g8441	
OG0005334	g3159, g17770	g17770, g3159	g17770, g3159	g7561, g19366, g29405, g10230	mf_11587		g2406	g2406	g2406	g113	g113	g2406	g2406	g2406	g2406	g2406	g113	g113	g113
OG0005335	g11342, g24443, g3178	g24443, g11342	g11342, g24443, g3178		mf_11221	g4026, g10207	g9955	g9955	g9955	g9398	g9398	g9955	g9955	g9955	g9955	g9955	g9398	g9398	g9398
OG0005336	g3247, g19040	g3247, g19040	g3247, g19040	g4781, g20046	mf_4594	g8028	g16503	g16503	g16503	g20081	g20081	g16503	g16503	g16503	g16503	g16503	g20081	g20081, g23462	g20081
OG0005337	g3252, g9487	g3252, g9487	g3252, g9487	g28915, g2449, g26020	mf_4113	g2917	g7875	g7875	g7875	g7330	g7330	g7875	g7875	g7875	g7875	g7875	g7330	g7330	g7330
OG0005338	g3363	g3363	g3363	g24279	mf_13962	g5957	g7772	g7772	g7772	g10630, g4457	g10630, g4457	g7772	g7772	g7772	g7772	g7772	g4457, g10630	g10630, g4457	g10630, g4457
OG0005339	g3365	g3365	g3365	g25210, g2488		g13770	g409	g409	g409	g2407, g10479	g2407, g10479	g409	g409	g409	g409	g409	g2407, g10479	g10479, g2407	g10479, g2407
OG0005340	g3368	g3368	g3368	g28721, g28514, g3562			g405	g405	g405	g11535, g4598	g4598, g11535	g405	g405	g405	g405	g405	g4598, g11535	g4598, g11535	g4598, g11535
OG0005341	g15541, g3376, g12479	g15541, g12479, g3376	g12479, g15541, g3376	g24709, g21115, g11503	mf_14791	g12194				g12135, g4911	g12135, g4911						g12135, g4911	g12135, g4911	g12135, g4911
OG0005342	g3380, g9977	g3380, g9977	g9977, g3380	g11190, g11196	mf_14878, mf_5747	g5047	g6696	g6696	g6696	g15373	g15373	g6696	g6696	g6696	g6696	g6696	g15373	g15373	g15373
OG0005343	g3387			g13294, g2272	mf_5294	g559	g13957	g13957	g13957	g7722, g7725	g7725, g7722	g13957	g13957	g13957	g13957	g13957	g7722, g7725	g23419, g7725, g7722	g7725, g7722
OG0005344	g3407	g22254	g22254	g18879	mf_7854	g10416	g11885	g11885	g11885	g2958, g4789	g4789, g2958	g11885	g11885	g11885	g11885	g11885	g2958, g4789	g2958, g4789	g4789, g2958
OG0005345	g15306, g3456, g12099	g15306, g3456, g12099	g12099, g3456, g15306	g26921			g16483	g16483	g16483	g2886	g2886	g16483	g16483	g16483	g16483	g16483	g2886	g21180, g2886	g2886
OG0005346	g20243, g18846, g3706	g18846, g3706, g20243	g3706, g18846, g20243	g2203, g26720	mf_1983	g2782				g6326, g3362	g3362, g6326						g6326, g3362	g6326, g21206, g3362	g6326, g3362
OG0005347	g3727, g12337	g3727, g12337	g12337, g3727	g24174	mf_4716	g10482	g15030	g15030	g15030	g2973	g2973	g15030	g15030	g15030	g15030	g15030	g2973	g2973, g21767, g25061	g2973
OG0005348	g8052, g3828	g8052, g3828	g3828, g8052	g13551, g3438, g16490		g2887	g9023	g9023	g9023	g18413	g18413	g9023	g9023	g9023	g9023	g9023	g18413	g18413, g21905	g18413
OG0005349	g22531, g27074, g3839	g27074, g22531	g27074, g22531	g24659, g9100		g8919, g4032	g7233	g7233	g7233	g1395	g1395	g7233	g7233	g7233	g7233	g7233	g1395	g1395	g1395
OG0005350	g3853	g3853	g3853	g25903	mf_8569	g12898	g11156	g11156	g11156	g2937, g9911	g9911, g2937	g11156	g11156	g11156	g11156	g11156	g9911, g2937	g2937, g9911	g2937, g9911
OG0005351	g10414, g3885	g3885, g10414	g10414, g3885				g2321	g2321	g2321	g8432, g3773	g3773, g8432	g2321	g2321	g2321	g2321	g2321	g8432, g3773	g8432, g3773	g8432, g3773
OG0005352	g3954	g3954	g3954	g15748	mf_9723	g10844	g9500	g9500	g9500	g8574, g5984	g5984, g8574	g9500	g9500	g9500	g9500	g9500	g5984, g8574	g5984, g8574	g8574, g5984
OG0005353	g3996, g20667	g3996, g20667	g20667, g3996	g8950, g13688, g6430	mf_3675		g2900	g2900	g2900	g6685	g6685	g2900	g2900	g2900	g2900	g2900	g6685	g6685, g23149	g6685
OG0005354	g4058	g4058	g4058	g7486	mf_85	g9441	g9252	g9252	g9252	g17752, g12479	g12479, g17752	g9252	g9252	g9252	g9252	g9252	g17752, g12479	g17752, g12479	g12479, g17752
OG0005355	g4094	g4094	g4094	g1829, g13629		g7986	g15523	g15523	g15523	g7697, g8244	g7697, g8244	g15523	g15523	g15523	g15523	g15523	g8244, g7697	g8244, g7697	g8244, g7697
OG0005356	g5199, g4108	g4108, g5199	g4108, g5199	g4346, g10367		g9728	g2440, g2436	g2436, g2440	g2436, g2440			g2440, g2436	g2436, g2440	g2440, g2436	g2440	g2436, g2440			
OG0005357	g4125	g4125	g4125	g30881	mf_3873	g9099	g1885	g1885	g1885	g16271, g6034	g6034, g16271	g1885	g1885	g1885	g1885	g1885	g6034, g16271	g6034, g16271	g16271, g6034
OG0005358	g4129, g4131	g4131, g4129	g4131, g4129	g15852, g16114	mf_2124	g2314	g9534	g9534	g9534	g6642	g6642	g9534	g9534	g9534	g9534	g9534	g6642	g6642, g24979	g6642
OG0005359	g7497, g4148	g7497, g4148	g7497, g4148	g13156, g26908	mf_5074	g6108, g573	g11229	g11229	g11229	g15347	g15347	g11229	g11229	g11229	g11229	g11229	g15347	g15347	g15347
OG0005360	g4586, g4174	g4586	g4174, g4586	g4097, g4095		g11012	g9903, g18361	g9903, g18361	g9903, g18361			g18361, g9903	g18361, g9903	g9903, g18361	g9903, g18361	g18361, g9903			
OG0005361	g4426, g14849	g4426, g14849	g4426, g14849, g11677	g3275, g9660, g725		g6147	g10399	g10399	g10399	g5964	g5964	g10399	g10399	g10399	g10399	g10399	g5964	g5964	g5964
OG0005362	g4443	g4443	g4443	g6366, g18765			g6763	g6763	g6763	g7923, g3538	g7923, g3538	g6763	g6763	g6763	g6763	g6763, g13614	g3538, g7923	g7923, g3538	g3538, g7923
OG0005363	g4564			g2969		g6727	g3646, g7761	g7761, g3646	g7761, g3646	g16997	g16997	g7761, g3646	g3646, g7761	g3646, g7761	g7761, g3646	g7761, g3646	g16997	g16997	g16997
OG0005364	g4580	g4580	g4580	g12189	mf_9338	g8424	g17789	g17789	g17789	g15474, g17320	g17320, g15474	g17789	g17789	g17789	g17789	g17789	g15474, g17320	g15474, g17320	g17320, g15474
OG0005365	g6737, g4823, g19922	g6737, g4823	g4823, g6737	g16336, g13920	mf_10258	g12138	g8444	g8444	g8444	g17467	g17467	g8444	g8444	g8444	g8444	g8444	g17467	g17467	g17467
OG0005366	g4863	g4863	g4863	g1983, g27304			g19095	g19095	g19095	g8283, g11682	g8283, g11682	g19095	g19095	g19095	g19095	g19095	g11682, g8283	g20883, g11682, g8283	g8283, g11682
OG0005367	g4968	g4968	g4968	g7307, g6275	mf_8840	g5534	g10956		g10956	g2201, g14865	g2201, g14865	g10956	g10956	g10956	g10956	g10956	g14865, g2201	g14865, g2201	g14865, g2201
OG0005368	g4991, g18099	g18099, g4991	g4991, g18099	g3593, g6240	mf_14276	g4828, g4827	g6590	g6590	g6590	g7075	g7075	g6590	g6590	g6590	g6590	g6590	g7075	g7075	g7075
