	MareHarA_ref.aa.fasta	MareL28.aa.fasta	MareL32.aa.fasta	MentL30_ref.aa.fasta	MfloJB5_ref.aa.fasta	MfloSJF1_ref.aa.fasta	Minc557R.aa.fasta	MincA14.aa.fasta	MincHarC.aa.fasta	MincL15.aa.fasta	MincL17.aa.fasta	MincL19.aa.fasta	MincL27.aa.fasta	MincL9.aa.fasta	MincVW6.aa.fasta	MincW1_ref.aa.fasta	MjavL57.aa.fasta	MjavVW4_ref.aa.fasta	MjavVW5.aa.fasta
OG0013312				g24822			g13628	g13628	g13628			g13628	g13628	g13628	g13628	g13628			
OG0013313				g25082			g5185	g5185	g5185			g5185	g5185	g5185	g5185	g5185			
OG0013314				g25572			g20455	g20455	g20455			g20455	g20455	g20455	g20455	g20455			
OG0013315				g25893			g18409	g18409	g18409			g18409	g18409	g18409	g18409	g18409			
OG0013316				g26205			g16897	g16897	g16897			g16897	g16897	g16897	g16897	g16897			
OG0013317				g26338			g16631	g16631	g16631			g16631	g16631	g16631	g16631	g16631			
OG0013318				g26393			g15939	g15939	g15939			g15939	g15939	g15939	g15939	g15939			
OG0013319				g26502			g23822	g23822	g23822			g23822	g23822	g23822	g23822	g23822			
OG0013320				g26520			g6440	g6440	g6440			g6440	g6440	g6440	g6440	g6440			
OG0013321				g26595			g10351	g10351	g10351			g10351	g10351	g10351	g10351	g10351			
OG0013322				g26633			g22396	g22396	g22396			g22396	g22396	g22396	g22396	g22396			
OG0013323				g26818			g23742	g23742	g23742			g23742	g23742	g23742	g23742	g23742			
OG0013324				g26949			g13453	g13453	g13453			g13453	g13453	g13453	g13453	g13453			
OG0013325				g27016			g7153	g7153	g7153			g7153	g7153	g7153	g7153	g7153			
OG0013326				g27059			g23283	g23283	g23283			g23283	g23283	g23283	g23283	g23283			
OG0013327				g27338			g21050	g21050	g21050			g21050	g21050	g21050	g21050	g21050			
OG0013328				g27359			g11862	g11862	g11862			g11862	g11862	g11862	g11862	g11862			
OG0013329				g27478			g1116	g1116	g1116			g1116	g1116	g1116	g1116	g1116			
OG0013330				g27899			g19468	g19468	g19468			g19468	g19468	g19468	g19468	g19468			
OG0013331				g28070			g19681	g19681				g19681	g19681	g19681	g19681	g19681		g24736	
OG0013332				g28322			g22415	g22415	g22415			g22415	g22415	g22415	g22415	g22415			
OG0013333				g28645			g21024	g21024	g21024			g21024	g21024	g21024	g21024	g21024			
OG0013334				g28676			g537	g537	g537			g537	g537	g537	g537	g537			
OG0013335				g28704			g16775	g16775	g16775			g16775	g16775	g16775	g16775	g16775			
OG0013336				g28950			g18458	g18458	g18458			g18458	g18458	g18458	g18458	g18458			
OG0013337				g28979			g10898	g10898	g10898			g10898	g10898	g10898	g10898	g10898			
OG0013338				g29034			g3763	g3763	g3763			g3763	g3763	g3763	g3763	g3763			
OG0013339				g29200			g23114	g23114	g23114			g23114	g23114	g23114	g23114	g23114			
OG0013340				g29236			g20377	g20377	g20377			g20377	g20377	g20377	g20377	g20377			
OG0013341				g29413			g22510	g22510	g22510			g22510	g22510	g22510	g22510	g22510			
OG0013342				g29429			g20337	g20337	g20337			g20337	g20337	g20337	g20337	g20337			
OG0013343				g29581			g10673	g10673	g10673			g10673	g10673	g10673	g10673	g10673			
OG0013344				g29642			g21658	g21658	g21658			g21658	g21658	g21658	g21658	g21658			
OG0013345				g29976			g9080	g9080	g9080			g9080	g9080	g9080	g9080	g9080			
OG0013346				g30001			g1769	g1769	g1769			g1769	g1769	g1769	g1769	g1769			
OG0013347				g30095			g20746	g20746	g20746			g20746	g20746	g20746	g20746	g20746			
OG0013348				g30191			g11792	g11792	g11792			g11792	g11792	g11792	g11792	g11792			
OG0013349				g30203			g12234	g12234	g12234			g12234	g12234	g12234	g12234	g12234			
OG0013350				g30208			g12781	g12781	g12781			g12781	g12781	g12781	g12781	g12781			
OG0013351				g30580			g19963	g19963	g19963			g19963	g19963	g19963	g19963	g19963			
OG0013352				g30610			g14551	g14551	g14551			g14551	g14551	g14551	g14551	g14551			
OG0013353				g30712			g11983	g11983	g11983			g11983	g11983	g11983	g11983	g11983			
OG0013354				g30807			g19739	g19739	g19739			g19739	g19739	g19739	g19739	g19739			
OG0013355				g30833			g7497	g7497	g7497			g7497	g7497	g7497	g7497	g7497			
OG0013356				g30837			g23422	g23422	g23422			g23422	g23422	g23422	g23422	g23422			
OG0013357				g31014			g4	g4	g4			g4	g4	g4	g4	g4			
OG0013358				g31034			g18636	g18636	g18636			g18636	g18636	g18636	g18636	g18636			
OG0013359					mf_7899		g18561	g18561	g18561			g18561	g18561	g18561	g18561	g18561			
OG0013360					mf_7895		g6887	g6887	g6887			g6887	g6887	g6887	g6887	g6887			
OG0013361					mf_3395, mf_2646	g612	g22058	g22058	g22058				g22058		g22058	g22058			
OG0013362					mf_1		g6733	g6733	g6733			g6733	g6733	g6733	g6733	g6733			
OG0013363					mf_13011		g4893	g4893	g4893			g4893	g4893	g4893	g4893	g4893			
OG0013364					mf_12493		g8806	g8806	g8806			g8806	g8806	g8806	g8806	g8806			
OG0013365					mf_14548		g5684	g5684	g5684			g5684	g5684	g5684	g5684	g5684			
OG0013366					mf_14890		g22443	g22443	g22443			g22443	g22443	g22443	g22443	g22443			
OG0013367					mf_7156		g9943	g9943	g9943			g9943	g9943	g9943	g9943	g9943			
OG0013368					mf_849		g845	g845	g845			g845	g845	g845	g845	g845			
OG0013369					mf_11467		g15947	g15947	g15947			g15947	g15947	g15947	g15947	g15947			
OG0013370					mf_4063		g16138	g16138	g16138			g16138	g16138	g16138	g16138	g16138			
OG0013371					mf_4062		g19251	g19251	g19251			g19251	g19251	g19251	g19251	g19251			
OG0013372					mf_10071					g10213	g9665, g10213						g9665, g10213	g10213, g9665	g10213
OG0013373					mf_9921		g11545	g11545	g11545			g11545	g11545	g11545	g11545	g11545			
OG0013374					mf_13864		g2330	g2330	g2330			g2330	g2330	g2330	g2330	g2330			
OG0013375					mf_14560		g8744	g8744	g8744			g8744	g8744	g8744	g8744	g8744			
OG0013376					mf_1353		g12452	g12452	g12452			g12452	g12452	g12452	g12452	g12452			
OG0013377					mf_866		g4623	g4623	g4623			g4623	g4623	g4623	g4623	g4623			
OG0013378					mf_8794		g13231	g13231	g13231			g13231	g13231	g13231	g13231	g13231			
OG0013379					mf_4519, mf_9028, mf_11108, mf_5743					g14796	g14796						g14796	g14796	g14796
OG0013380					mf_10862		g6080	g6080	g6080			g6080	g6080	g6080	g6080	g6080			
OG0013381					mf_474		g9108	g9108	g9108			g9107		g9107	g9107, g9108	g9107			
OG0013382					mf_9462		g9857	g9857	g9857			g9857	g9857	g9857	g9857	g9857			
OG0013383					mf_1371		g16021	g16021	g16021			g16021	g16021	g16021	g16021	g16021			
OG0013384					mf_9682		g8632	g8632	g8632			g8632	g8632	g8632	g8632	g8632			
OG0013385					mf_10198	g4810	g12077	g12077	g12077			g12077	g12077	g12077		g12077			
OG0013386					mf_1787		g9266	g9266	g9266			g9266	g9266	g9266	g9266	g9266			
OG0013387					mf_1782		g16206	g16206	g16206			g16206	g16206	g16206	g16206	g16206			
OG0013388					mf_10563		g24276	g24276	g24276			g24276	g24276	g24276	g24276	g24276			
OG0013389					mf_498		g7525	g7525	g7525			g7525	g7525	g7525	g7525	g7525			
OG0013390					mf_142, mf_207, mf_7565, mf_1999, mf_495, mf_3892, mf_12540, mf_13487, mf_14528														
OG0013391					mf_8544		g14706	g14706	g14706			g14706	g14706	g14706	g14706	g14706			
OG0013392					mf_1571		g10254	g10254	g10254			g10254	g10254	g10254	g10254	g10254			
OG0013393					mf_11316		g15328	g15328	g15328			g15328	g15328	g15328	g15328	g15328			
OG0013394					mf_8464, mf_13632	g5043				g3915	g3915						g3915	g3915, g25368	g3915
OG0013395					mf_3787		g12823	g12823	g12823			g12823	g12823	g12823	g12823	g12823			
OG0013396					mf_1148		g11720	g11720	g11720			g11720	g11720	g11720	g11720	g11720			
OG0013397					mf_14330		g536	g536	g536			g536	g536	g536	g536	g536			
OG0013398					mf_6574		g7724	g7724	g7724			g7724	g7724	g7724	g7724	g7724			
OG0013399					mf_13265		g2286	g2286	g2286			g2286	g2286	g2286	g2286	g2286			
OG0013400					mf_6022		g22943	g22943	g22943			g22943	g22943	g22943	g22943	g22943			
OG0013401					mf_11728		g14803	g14803	g14803			g14803	g14803	g14803	g14803	g14803			
OG0013402					mf_1940		g4969	g4969	g4969			g4969	g4969	g4969	g4969	g4969			
OG0013403					mf_7010		g22048	g22048	g22048			g22048	g22048	g22048	g22048	g22048			
OG0013404					mf_5482		g15427	g15427	g15427			g15427	g15427	g15427	g15427	g15427			
OG0013405					mf_9942		g17404	g17404	g17404			g17404	g17404	g17404	g17404	g17404			
OG0013406					mf_5506		g6930	g6930	g6930			g6930	g6930	g6930	g6930	g6930			
OG0013407					mf_9665		g14140	g14140	g14140			g14140	g14140	g14140	g14140	g14140			
OG0013408					mf_4103		g17831	g17831	g17831			g17831	g17831	g17831	g17831	g17831			
OG0013409					mf_5413		g9586	g9586	g9586			g9586	g9586	g9586	g9586	g9586			
OG0013410					mf_6215		g9506	g9506	g9506			g9506	g9506	g9506	g9506	g9506			
OG0013411					mf_11427		g5544	g5544	g5544			g5544	g5544	g5544	g5544	g5544			
OG0013412					mf_12433		g18577	g18577	g18577			g18577	g18577	g18577	g18577	g18577			
OG0013413					mf_9334		g23820	g23820	g23820			g23820	g23820	g23820	g23820	g23820			
OG0013414					mf_14873		g6947	g6947	g6947			g6947	g6947	g6947	g6947	g6947			
OG0013415					mf_3293		g4281	g4281	g4281			g4281	g4281	g4281	g4281	g4281			
OG0013416					mf_2741		g13219	g13219	g13219			g13219	g13219	g13219	g13219	g13219			
OG0013417					mf_14121		g17205	g17205	g17205			g17205	g17205	g17205	g17205	g17205			
OG0013418					mf_12849		g22128	g22128	g22128			g22128	g22128	g22128	g22128	g22128			
OG0013419					mf_8800		g11628		g11628		g14078	g11628	g11628	g11628	g11628	g11628			
OG0013420					mf_6159		g24604	g24604	g24604			g24604	g24604	g24604	g24604	g24604			
OG0013421					mf_10572		g12721	g12721	g12721			g12721	g12721	g12721	g12721	g12721			
OG0013422					mf_5766		g3289	g3289	g3289			g3289	g3289	g3289	g3289	g3289			
OG0013423					mf_13896		g5465	g5465	g5465			g5465	g5465	g5465	g5465	g5465			
OG0013424					mf_11233		g8617	g8617	g8617			g8617	g8617	g8617	g8617	g8617			
OG0013425					mf_1049		g23898	g23898	g23898			g23898	g23898	g23898	g23898	g23898			
OG0013426					mf_10416		g1275	g1275	g1275			g1275	g1275	g1275	g1275	g1275			
OG0013427					mf_12546		g4684	g4684	g4684			g4684	g4684	g4684	g4684	g4684			
OG0013428					mf_2898		g19126	g19126	g19126			g19126	g19126	g19126	g19126	g19126			
OG0013429					mf_3418		g3124	g3124	g3124			g3124	g3124	g3124	g3124	g3124			
OG0013430					mf_8536		g12123	g12123	g12123			g12123	g12123	g12123	g12123	g12123			
OG0013431					mf_1254		g9527	g9527	g9527			g9527	g9527	g9527	g9527	g9527			
OG0013432					mf_10372		g21272	g21272	g21272			g21272	g21272	g21272	g21272	g21272			
OG0013433					mf_1395		g10344	g10344	g10344			g10344	g10344	g10344	g10344	g10344			
OG0013434					mf_8021		g10561	g10561	g10561			g10561	g10561	g10561	g10561	g10561			
OG0013435					mf_200		g16642	g16642	g16642			g16642	g16642	g16642	g16642	g16642			
OG0013436					mf_5135		g3437	g3437	g3437			g3437	g3437	g3437	g3437	g3437			
OG0013437					mf_1721		g18436	g18436	g18436			g18436	g18436	g18436	g18436	g18436			
OG0013438					mf_7761		g10739	g10739	g10739			g10739	g10739	g10739	g10739	g10739			
OG0013439					mf_7721		g24193	g24193	g24193			g24193	g24193	g24193	g24193	g24193			
OG0013440					mf_10092		g23245	g23245	g23245			g23245	g23245	g23245	g23245	g23245			
OG0013441					mf_747		g16570	g16570	g16570			g16570	g16570	g16570	g16570	g16570			
OG0013442					mf_6585		g2041	g2041	g2041			g2041	g2041	g2041	g2041	g2041			
OG0013443					mf_10893		g7149	g7149	g7149			g7149	g7149	g7149	g7149	g7149			
OG0013444					mf_5859		g13644	g13644	g13644			g13644	g13644	g13644	g13644	g13644			
OG0013445					mf_8341		g5805	g5805	g5805			g5805	g5805	g5805	g5805	g5805			
OG0013446					mf_10797		g3777	g3777	g3777			g3777	g3777	g3777	g3777	g3777			
OG0013447					mf_57		g2476	g2476	g2476			g2476	g2476	g2476	g2476	g2476			
OG0013448					mf_1439, mf_2856	g7728				g18132	g18132						g18132	g21352, g18132	g18132
OG0013449					mf_4931		g20289	g20289	g20289			g20289	g20289	g20289	g20289	g20289			
OG0013450					mf_11130		g3704	g3704	g3704			g3704	g3704	g3704	g3704	g3704			
OG0013451					mf_9231	g11491	g13792	g13792	g13792			g13792		g13792	g13792	g13792			
OG0013452					mf_12349		g20137	g20137	g20137			g20137	g20137	g20137	g20137	g20137			
OG0013453					mf_901		g14313	g14313	g14313			g14313	g14313	g14313	g14313	g14313			
OG0013454					mf_13991		g22882	g22882	g22882			g22882	g22882	g22882	g22882	g22882			
OG0013455					mf_1688		g1106	g1106	g1106			g1106	g1106	g1106	g1106	g1106			
OG0013456					mf_14340		g7458	g7458	g7458			g7458	g7458	g7458	g7458	g7458			
OG0013457					mf_12827		g18296	g18296	g18296			g18296	g18296	g18296	g18296	g18296			
OG0013458					mf_10681		g8197	g8197	g8197			g8197	g8197	g8197	g8197	g8197			
OG0013459					mf_10689		g13966	g13966	g13966			g13966	g13966	g13966	g13966	g13966			
OG0013460					mf_11960		g18288	g18288	g18288			g18288	g18288	g18288	g18288	g18288			
OG0013461					mf_7800		g8318	g8318	g8318			g8318	g8318	g8318	g8318	g8318			
OG0013462					mf_3361		g13596	g13596	g13596			g13596	g13596	g13596	g13596	g13596			
OG0013463					mf_11170		g15075	g15075	g15075			g15075	g15075	g15075	g15075	g15075			
OG0013464					mf_3960		g7822	g7822	g7822			g7822	g7822	g7822	g7822	g7822			
OG0013465					mf_3777		g2246	g2246	g2246			g2246	g2246	g2246	g2246	g2246			
OG0013466					mf_10784		g15827	g15827	g15827			g15827	g15827	g15827	g15827	g15827			
OG0013467					mf_4690		g15243	g15243	g15243			g15243	g15243	g15243	g15243	g15243			
OG0013468					mf_2422		g4863	g4863	g4863			g4863	g4863	g4863	g4863	g4863			
OG0013469					mf_4434		g4304	g4304	g4304			g4304	g4304	g4304	g4304	g4304			
OG0013470					mf_6199		g13867	g13867	g13867			g13867	g13867	g13867	g13867	g13867			
OG0013471					mf_6174		g6233	g6233	g6233			g6233	g6233	g6233	g6233	g6233			
OG0013472					mf_13048		g1903	g1903	g1903			g1903	g1903	g1903	g1903	g1903			
OG0013473					mf_13026		g16337	g16337	g16337			g16337	g16337	g16337	g16337	g16337			
OG0013474					mf_10107		g23095	g23095	g23095			g23095	g23095	g23095	g23095	g23095			
OG0013475					mf_4019		g23720	g23720	g23720			g23720	g23720	g23720	g23720	g23720			
OG0013476					mf_12056		g21961	g21961	g21961			g21961	g21961	g21961	g21961	g21961			
OG0013477					mf_1622, mf_5736					g16471, g8572	g16471, g8572						g16471	g16471	g16471
OG0013478					mf_1996		g12292	g12292	g12292			g12292	g12292	g12292	g12292	g12292			
OG0013479					mf_12220		g4003	g4003	g4003			g4003	g4003	g4003	g4003	g4003			
OG0013480					mf_3100		g15154	g15154	g15154			g15154	g15154	g15154	g15154	g15154			
OG0013481					mf_6711		g2070	g2070	g2070			g2070	g2070	g2070	g2070	g2070			
OG0013482					mf_6716		g20925	g20925	g20925			g20925	g20925	g20925	g20925	g20925			
OG0013483					mf_6016					g19608, g4748	g4748, g19608							g4748, g19608	g19608, g4748
OG0013484					mf_12198		g21924	g21924	g21924			g21924	g21924	g21924	g21924	g21924			
OG0013485					mf_12190		g844	g844	g844			g844	g844	g844	g844	g844			
OG0013486					mf_6341, mf_12195	g13037, g13289		g9539	g9539			g9539	g9539			g9539			
OG0013487					mf_9076						g17006, g13401						g17006, g13401	g13401, g17006	g17006, g13401
OG0013488					mf_9079		g21304	g21304	g21304			g21304	g21304	g21304	g21304	g21304			
OG0013489					mf_1604		g14739	g14739	g14739			g14739	g14739	g14739	g14739	g14739			
OG0013490					mf_11054, mf_6162		g9994	g9994	g9994				g9994	g9994	g9994	g9994			
OG0013491					mf_7861		g24024	g24024	g24024			g24024	g24024	g24024	g24024	g24024			
OG0013492					mf_2387		g15102	g15102	g15102			g15102	g15102	g15102	g15102	g15102			
OG0013493					mf_2479		g17585	g17585	g17585			g17585	g17585	g17585	g17585	g17585			
OG0013494					mf_1811		g9210	g9210	g9210			g9210	g9210	g9210	g9210	g9210			
OG0013495					mf_5735		g1221	g1221	g1221			g1221	g1221	g1221	g1221	g1221			
OG0013496					mf_4372		g11800	g11800	g11800			g11800	g11800	g11800	g11800	g11800			
OG0013497					mf_10745	g753				g3752	g3752					g16077, g16075	g3752	g3752	g3752
OG0013498					mf_13267		g14875	g14875	g14875			g14875	g14875	g14875	g14875	g14875			
OG0013499					mf_14364		g12044	g12044	g12044			g12044	g12044	g12044	g12044	g12044			
OG0013500					mf_5255		g22031	g22031	g22031			g22031	g22031	g22031	g22031	g22031			
OG0013501					mf_6161		g7473	g7473	g7473			g7473	g7473	g7473	g7473	g7473			
OG0013502					mf_546		g22903	g22903	g22903			g22903	g22903	g22903	g22903	g22903			
OG0013503					mf_11281		g11469	g11469	g11469			g11469	g11469	g11469	g11469	g11469			
OG0013504					mf_4281		g11698	g11698	g11698			g11698	g11698	g11698	g11698	g11698			
OG0013505					mf_13730, mf_9184, mf_2988, mf_13023					g3126	g3126						g3126	g3126	g3126
OG0013506					mf_3267		g20954	g20954	g20954			g20954	g20954	g20954	g20954	g20954			
OG0013507					mf_11807		g18517	g18517	g18517			g18517	g18517	g18517	g18517	g18517			
OG0013508					mf_13881		g12140	g12140	g12140			g12140	g12140	g12140	g12140	g12140			
OG0013509					mf_4073		g13044	g13044	g13044			g13044	g13044	g13044	g13044	g13044			
OG0013510					mf_9907		g4613	g4613	g4613			g4613	g4613	g4613	g4613	g4613			
OG0013511					mf_4833		g24576	g24576	g24576			g24576	g24576	g24576	g24576	g24576			
OG0013512					mf_13260		g18547	g18547	g18547			g18547	g18547	g18547	g18547	g18547			
OG0013513					mf_8836		g503	g503	g503			g503	g503	g503	g503	g503			
OG0013514					mf_9433		g14693	g14693	g14693			g14693	g14693	g14693	g14693	g14693			
OG0013515					mf_11914		g22341	g22341	g22341			g22341	g22341	g22341	g22341	g22341			
OG0013516					mf_10518		g1850	g1850	g1850			g1850	g1850	g1850	g1850	g1850			
OG0013517					mf_6061		g21069	g21069	g21069			g21069	g21069	g21069	g21069	g21069			
OG0013518					mf_1583		g16139	g16139	g16139			g16139	g16139	g16139	g16139	g16139			
OG0013519					mf_14574		g19386	g19386	g19386			g19386	g19386	g19386	g19386	g19386			
OG0013520					mf_9691		g17424	g17424	g17424			g17424	g17424	g17424	g17424	g17424			
OG0013521					mf_878		g6771	g6771	g6771			g6771	g6771	g6771	g6771	g6771			
OG0013522					mf_10185		g19072	g19072	g19072			g19072	g19072	g19072	g19072	g19072			
OG0013523					mf_9128		g15774	g15774	g15774			g15774	g15774	g15774	g15774	g15774			
OG0013524					mf_2547		g12317	g12317	g12317			g12317	g12317	g12317	g12317	g12317			
OG0013525					mf_12650		g14040	g14040	g14040			g14040	g14040	g14040	g14040	g14040			
OG0013526					mf_12657		g11088	g11088	g11088			g11088	g11088	g11088	g11088	g11088			
OG0013527					mf_10319		g6526	g6526	g6526			g6526	g6526	g6526	g6526	g6526			
OG0013528					mf_2634		g14270	g14270	g14270			g14270	g14270	g14270	g14270	g14270			
OG0013529					mf_615		g13642	g13642	g13642			g13642	g13642	g13642	g13642	g13642			
OG0013530					mf_8765		g19697	g19697	g19697			g19697	g19697	g19697	g19697	g19697			
OG0013531					mf_9806		g19229	g19229	g19229			g19229	g19229	g19229	g19229	g19229			
OG0013532					mf_4138		g22254	g22254	g22254			g22254	g22254	g22254	g22254	g22254			
OG0013533					mf_14301		g19343	g19343	g19343			g19343	g19343	g19343	g19343	g19343			
OG0013534					mf_5981	g7503	g2737	g2737	g2737			g2737		g2737	g2737	g2737			
OG0013535					mf_4306		g24176	g24176	g24176			g24176	g24176	g24176	g24176	g24176			
OG0013536					mf_6727		g4259	g4259	g4259			g4259	g4259	g4259	g4259	g4259			
OG0013537					mf_9984		g22174	g22174	g22174			g22174	g22174	g22174	g22174	g22174			
OG0013538					mf_10026		g6082	g6082	g6082			g6082	g6082	g6082	g6082	g6082			
OG0013539					mf_3560		g16912	g16912	g16912			g16912	g16912	g16912	g16912	g16912			
OG0013540					mf_8761		g18647	g18647	g18647			g18647	g18647	g18647	g18647	g18647			
OG0013541					mf_2517		g2865	g2865	g2865			g2865	g2865	g2865	g2865	g2865			
OG0013542					mf_12630		g11646	g11646	g11646			g11646	g11646	g11646	g11646	g11646			
OG0013543					mf_12635		g16399	g16399	g16399			g16399	g16399	g16399	g16399	g16399			
OG0013544					mf_735		g8440	g8440	g8440			g8440	g8440	g8440	g8440	g8440			
OG0013545					mf_8453		g1525	g1525	g1525			g1525	g1525	g1525	g1525	g1525			
OG0013546					mf_8669		g4009	g4009	g4009			g4009	g4009	g4009	g4009	g4009			
OG0013547					mf_8668		g23170	g23170	g23170			g23170	g23170	g23170	g23170	g23170			
OG0013548					mf_11202		g17918	g17918	g17918			g17918	g17918	g17918	g17918	g17918			
OG0013549					mf_12951		g11405	g11405	g11405			g11405	g11405	g11405	g11405	g11405			
OG0013550					mf_12406		g9839	g9839	g9839			g9839	g9839	g9839	g9839	g9839			
OG0013551					mf_11438		g16214	g16214	g16214			g16214	g16214	g16214	g16214	g16214			
OG0013552					mf_8058		g14728	g14728	g14728			g14728	g14728	g14728	g14728	g14728			
OG0013553					mf_3007		g2922	g2922	g2922			g2922	g2922	g2922	g2922	g2922			
OG0013554					mf_6435		g11961	g11961	g11961			g11961	g11961	g11961	g11961	g11961			
OG0013555					mf_2538		g10825	g10825	g10825			g10825	g10825	g10825	g10825	g10825			
OG0013556					mf_13125		g17614	g17614	g17614			g17614	g17614	g17614	g17614	g17614			
OG0013557					mf_8875		g10270	g10270	g10270			g10270	g10270	g10270	g10270	g10270			
OG0013558					mf_2204		g901	g901	g901			g901	g901	g901	g901	g901			
OG0013559					mf_5252		g20494	g20494	g20494			g20494	g20494	g20494	g20494	g20494			
OG0013560					mf_9857		g15602	g15602	g15602			g15602	g15602	g15602	g15602	g15602			
OG0013561					mf_7188		g22042	g22042	g22042			g22042	g22042	g22042	g22042	g22042			
OG0013562					mf_9280		g14041	g14041	g14041			g14041	g14041	g14041	g14041	g14041			
OG0013563					mf_7040		g8915	g8915	g8915			g8915	g8915	g8915	g8915	g8915			
OG0013564					mf_1261		g16074	g16074	g16074			g16074	g16074	g16074	g16074	g16074			
OG0013565					mf_4608		g15987	g15987	g15987			g15987	g15987	g15987	g15987	g15987			
OG0013566					mf_8019		g2792	g2792	g2792			g2792	g2792	g2792	g2792	g2792			
OG0013567					mf_7567		g5502	g5502	g5502			g5502	g5502	g5502	g5502	g5502			
OG0013568					mf_9123		g10982	g10982	g10982			g10982	g10982	g10982	g10982	g10982			
OG0013569					mf_7712		g7236	g7236	g7236			g7236	g7236	g7236	g7236	g7236			
OG0013570					mf_13241		g20496	g20496	g20496			g20496	g20496	g20496	g20496	g20496			
OG0013571					mf_4992		g6855	g6855	g6855			g6855	g6855	g6855	g6855	g6855			
OG0013572					mf_4995		g16283	g16283	g16283			g16283	g16283	g16283	g16283	g16283			
OG0013573					mf_12462		g20624	g20624	g20624			g20624	g20624	g20624	g20624	g20624			
OG0013574					mf_10469		g18917	g18917	g18917			g18917	g18917	g18917	g18917	g18917			
OG0013575					mf_7509		g23143	g23143	g23143			g23143	g23143	g23143	g23143	g23143			
OG0013576					mf_210	g1653		g7600	g7600			g7600	g7600	g7600	g7600	g7600			
OG0013577					mf_12816		g17085	g17085	g17085			g17085	g17085	g17085	g17085	g17085			
OG0013578					mf_3886	g1171	g5418, g13862	g13862, g5418				g5418			g5418	g5418			
OG0013579					mf_3885		g23668	g23668	g23668			g23668	g23668	g23668	g23668	g23668			
OG0013580					mf_8724		g12784	g12784	g12784			g12784	g12784	g12784	g12784	g12784			
OG0013581					mf_11957		g15495	g15495	g15495			g15495	g15495	g15495	g15495	g15495			
OG0013582					mf_5538		g24654	g24654	g24654			g24654	g24654	g24654	g24654	g24654			
OG0013583					mf_1732		g13474	g13474	g13474			g13474	g13474	g13474	g13474	g13474			
OG0013584					mf_7770		g2596	g2596	g2596			g2596	g2596	g2596	g2596	g2596			
OG0013585					mf_10299		g10065	g10065	g10065			g10065	g10065	g10065	g10065	g10065			
OG0013586					mf_8196		g1925	g1925	g1925			g1925	g1925	g1925	g1925	g1925			
OG0013587					mf_916		g22972	g22972	g22972			g22972	g22972	g22972	g22972	g22972			
OG0013588					mf_919		g14995	g14995	g14995			g14995	g14995	g14995	g14995	g14995			
OG0013589					mf_1035		g15596	g15596	g15596			g15596	g15596	g15596	g15596	g15596			
OG0013590					mf_1032		g15504	g15504	g15504			g15504	g15504	g15504	g15504	g15504			
OG0013591					mf_11824		g18581	g18581	g18581			g18581	g18581	g18581	g18581	g18581			
OG0013592					mf_6350		g17078	g17078	g17078			g17078	g17078	g17078	g17078	g17078			
OG0013593					mf_8463		g13155	g13155	g13155			g13155	g13155	g13155	g13155	g13155			
OG0013594					mf_9782		g17574	g17574	g17574			g17574	g17574	g17574	g17574	g17574			
OG0013595					mf_8259		g9826	g9826	g9826			g9826	g9826	g9826	g9826	g9826			
OG0013596					mf_11145		g11069	g11069	g11069			g11069	g11069	g11069	g11069	g11069			
OG0013597					mf_4231		g15712	g15712	g15712			g15712	g15712	g15712	g15712	g15712			
OG0013598					mf_4232		g10671	g10671	g10671			g10671	g10671	g10671	g10671	g10671			
OG0013599					mf_12807		g17908	g17908	g17908			g17908	g17908	g17908	g17908	g17908			
OG0013600					mf_12803		g582	g582	g582			g582	g582	g582	g582	g582			
OG0013601					mf_13253		g4050	g4050	g4050			g4050	g4050	g4050	g4050	g4050			
OG0013602					mf_10666		g13554	g13554	g13554			g13554	g13554	g13554	g13554	g13554			
OG0013603					mf_6684		g1045	g1045	g1045			g1045	g1045	g1045	g1045	g1045			
OG0013604					mf_4683		g4754	g4754	g4754			g4754	g4754	g4754	g4754	g4754			
OG0013605					mf_8319		g23966	g23966	g23966			g23966	g23966	g23966	g23966	g23966			
OG0013606					mf_2683		g2470	g2470	g2470			g2470	g2470	g2470	g2470	g2470			
OG0013607					mf_8718		g1993	g1993	g1993			g1993	g1993	g1993	g1993	g1993			
OG0013608					mf_11941		g17416	g17416	g17416			g17416	g17416	g17416	g17416	g17416			
OG0013609					mf_6846		g15860		g15860			g15860	g15860	g15860	g15860	g15860		g21873	
OG0013610					mf_6843		g6213	g6213	g6213			g6213	g6213	g6213	g6213	g6213			
OG0013611					mf_6150		g19724	g19724	g19724			g19724	g19724	g19724	g19724	g19724			
OG0013612					mf_13668		g4884	g4884	g4884			g4884	g4884	g4884	g4884	g4884			
OG0013613					mf_3178		g18407	g18407	g18407			g18407	g18407	g18407	g18407	g18407			
OG0013614					mf_14191		g8474	g8474	g8474			g8474	g8474	g8474	g8474	g8474			
OG0013615					mf_11187		g22530	g22530	g22530			g22530	g22530	g22530	g22530	g22530			
OG0013616					mf_11884		g16000	g16000	g16000			g16000	g16000	g16000	g16000	g16000			
OG0013617					mf_13277		g7996	g7996	g7996			g7996	g7996	g7996	g7996	g7996			
OG0013618					mf_998		g8818	g8818	g8818			g8818	g8818	g8818	g8818	g8818			
OG0013619					mf_5377		g10915	g10915	g10915			g10915	g10915	g10915	g10915	g10915			
