	MareHarA_ref.aa.fasta	MareL28.aa.fasta	MareL32.aa.fasta	MentL30_ref.aa.fasta	MfloJB5_ref.aa.fasta	MfloSJF1_ref.aa.fasta	Minc557R.aa.fasta	MincA14.aa.fasta	MincHarC.aa.fasta	MincL15.aa.fasta	MincL17.aa.fasta	MincL19.aa.fasta	MincL27.aa.fasta	MincL9.aa.fasta	MincVW6.aa.fasta	MincW1_ref.aa.fasta	MjavL57.aa.fasta	MjavVW4_ref.aa.fasta	MjavVW5.aa.fasta
OG0008614	g6995	g6995	g6995	g25544			g14034	g14034	g14034	g7899	g7899	g14034	g14034	g14034	g14034	g14034	g7899	g7899	g7899
OG0008615	g7032	g7032			mf_4205	g7898	g2810	g2810	g2810	g12065	g12065	g2810	g2810	g2810	g2810	g2810	g12065	g12065	g12065
OG0008616	g7046	g7046	g7046				g5032	g5032	g5032	g2261	g2261	g5032	g5032	g5032	g5032	g5032	g2261	g22647, g2261	g2261
OG0008617	g7117, g26001	g26001, g7117	g7117, g26001	g12397		g14139	g3208	g3208	g3208			g3208	g3208	g3208	g3208	g3208		g24124	
OG0008618	g19904, g7235, g17865	g7235, g19904, g17865	g19904, g7235, g17865				g7297	g7297	g7297			g7297	g7297	g7297	g7297	g7297			
OG0008619	g18500, g7400	g18500, g7400	g18500, g7400	g13272	mf_11901		g10800	g10800	g10800			g10800	g10800	g10800	g10800	g10800		g23023	
OG0008620	g7479, g20688	g20688, g7479	g7479, g20688	g1977, g15708		g13030	g5656	g5656	g5656			g5656	g5656	g5656	g5656	g5656			
OG0008621	g7563	g7563	g7563				g24244		g24244	g15010, g10000	g10000, g15010		g24244		g24244		g15010, g10000	g15010, g10000	g10000, g15010
OG0008622	g18520, g16191, g7730	g7730, g18520, g16191	g18520, g7730, g16191				g22908	g22908	g22908			g22908	g22908	g22908	g22908	g22908			
OG0008623	g7786	g7786	g7786	g482			g6374	g6374	g6374	g15927	g15927	g6374	g6374	g6374	g6374	g6374	g15927	g15927	g15927
OG0008624	g7902	g7902	g7902	g11607, g5102	mf_839, mf_12350, mf_146	g2444	g17271	g17271	g17271			g17271	g17271	g17271	g17271	g17271			
OG0008625	g8262	g8262	g8262	g5174			g4689	g4689	g4689	g5706	g5706	g4689	g4689	g4689	g4689	g4689	g5706	g5706	g5706
OG0008626	g8537, g10546			g30673, g13804			g19496	g19496	g19496	g9112	g9112	g19496	g19496	g19496	g19496	g19496	g9112	g9112	g9112
OG0008627	g8608	g8608	g8608	g30651, g9682			g13991	g13991	g13991	g15		g13991	g13991	g13991	g13991	g13991	g15	g15	g15
OG0008628	g17154, g8609	g17154, g8609	g8609, g17154	g6262, g18917	mf_9055		g17384	g17384	g17384			g17384	g17384	g17384	g17384	g17384			
OG0008629	g8637	g8637	g8637		mf_12520		g1949	g1949	g1949	g10058	g10058	g1949	g1949	g1949	g1949	g1949	g10058	g10058	g10058
OG0008630	g8672	g8672	g8672			g5361	g13277	g13277	g13277	g1251	g1251	g13277	g13277	g13277	g13277	g13277	g1251	g1251	g1251
OG0008631	g6663, g8973	g6663, g8973	g6663	g16571, g2946	mf_472	g13374	g12676	g12676	g12676			g12676	g12676	g12676	g12676	g12676			
OG0008632	g9191	g9191	g9191	g3951	mf_12321, mf_933, mf_12810	g3361, g13557	g18687	g18687	g18687			g18687	g18687	g18687	g18687	g18687			
OG0008633	g9211	g9211	g9211				g4643	g4643	g4643	g18366	g18366	g4643	g4643	g4643	g4643	g4643	g18366	g18366, g22607	g18366
OG0008634	g9726	g9726	g9726	g4736			g7511	g7511	g7511	g7184	g7184	g7511	g7511	g7511	g7511	g7511	g7184	g7184	g7184
OG0008635	g12455, g9740	g9740, g12455	g9740	g18104		g7612				g206, g2780	g2780, g206						g2780, g206	g2780, g206	g206, g2780
OG0008636	g9792, g9940	g9940, g9792	g9792, g9940		mf_10693	g5485	g6067	g6067	g6067			g6067	g6067	g6067	g6067	g6067		g20691	
OG0008637	g9821			g28745	mf_2371	g13344	g19809	g19809	g19809	g8138	g8138	g19809	g19809	g19809	g19809	g19809	g8138	g8138	g8138
OG0008638	g10249	g10249	g10249			g13293	g15877	g15877	g15877	g10807	g10807	g15877	g15877	g15877	g15877	g15877	g10807	g10807	g10807
OG0008639	g10264	g10264	g10264	g26845, g24514, g28002, g16674	mf_9237, mf_5529, mf_11756	g8988, g5005				g19324	g19324						g19324	g19324	g19324
OG0008640	g24916, g10268	g10268, g24916	g10268, g24916	g16402, g11527	mf_498		g7525	g7525	g7525			g7525	g7525	g7525	g7525	g7525			
OG0008641	g24580, g10525	g10525, g24580	g24580, g10525	g30659	mf_10081		g22782	g22782	g22782			g22782	g22782	g22782	g22782	g22782		g6410	
OG0008642	g10540	g10540	g10540	g23917			g4723	g4723	g4723	g16498	g16498	g4723	g4723	g4723	g4723	g4723	g16498	g16498	g16498
OG0008643	g10568, g16814	g16814, g10568	g16814, g10568			g11080				g14765, g1148	g1148, g14765						g1148, g14765	g14765, g1148	g1148, g14765
OG0008644	g10605	g10605	g10605			g13324	g22055	g22055	g22055	g13726	g13726	g22055	g22055	g22055	g22055	g22055	g13726	g13726	g13726
OG0008645	g10746	g10746	g10746		mf_1568		g9935	g9935	g9935	g16420	g16420	g9935	g9935	g9935	g9935	g9935	g16420	g16420	g16420
OG0008646	g10852, g26587	g10852, g26587	g10852, g26587			g213				g14566, g14568	g14566, g14568						g14566, g14568	g14568, g14566	g14568, g14566
OG0008647	g10904, g14145	g14145, g10904	g10904				g11593	g11593	g11593	g2144	g2144	g11593	g11593	g11593	g11593	g11593	g2144	g2144	
OG0008648	g11021	g11021	g11021	g2020	mf_3728	g14021, g10283				g13415, g10708	g13415, g10708						g10708, g13415	g10708, g13415	g13415, g10708
OG0008649	g11054, g15318	g11054, g15318	g15318	g28998, g26611	mf_4572	g12929	g21504	g21504	g21504			g21504	g21504	g21504	g21504	g21504			
OG0008650	g11117	g11117	g11117			g11719	g363	g363	g363	g15015	g15015	g363	g363	g363	g363	g363	g15015	g15015	g15015
OG0008651	g24600, g11194	g24600	g24600	g28013, g1103, g2875			g10376	g10376	g10376			g10376	g10376	g10376	g10376	g10376		g23624, g22244	
OG0008652	g11249	g11249	g11249	g30196, g21394	mf_9450	g11268, g12054	g487	g487	g487			g487	g487	g487	g487	g487		g24911	
OG0008653	g11852	g11852	g11852			g12296	g12487	g12487	g12487	g8848	g8848	g12487	g12487	g12487	g12487	g12487	g8848	g8848	g8848
OG0008654	g11891	g11891	g11891	g20428, g14724	mf_8899, mf_6151, mf_10896	g14151	g13840	g13840	g13840			g13840	g13840	g13840	g13840	g13840			
OG0008655	g12155	g12155			mf_2661		g24531	g24531	g24531	g12775	g12775	g24531	g24531	g24531	g24531	g24531	g12775	g12775, g22463	g12775
OG0008656	g20633, g12715	g12715, g20633	g12715, g20633	g13503	mf_3304		g19400	g19400	g19400			g19400	g19400	g19400	g19400	g19400		g23567	
OG0008657	g12995, g23670	g12995	g12995				g20333	g20333	g20333	g7201	g7201	g20333	g20333	g20333	g20333	g20333	g7201	g7201	g7201
OG0008658	g13153	g13153	g13153	g27173			g13018	g13018	g13018	g11067	g11067	g13018	g13018	g13018	g13018	g13018	g11067	g11067	g11067
OG0008659	g13283, g10216	g10216, g13283	g10216, g13283		mf_12746					g20032, g16656	g20032, g16656						g16656, g20032	g20032, g16656	g16656, g20032
OG0008660	g13334	g13334	g13334	g18478, g29916, g13430	mf_13303, mf_5087	g12707	g6011	g6011	g6011			g6011	g6011	g6011	g6011	g6011			
OG0008661	g27444, g13448	g27444, g13448	g13448, g27444			g7417				g5267, g1896	g1896, g5267						g1896, g5267	g5267, g1896	g1896, g5267
OG0008662	g13546, g24764	g24764	g24764				g19428	g19428	g19428	g12702	g12702	g19428	g19428	g19428	g19428	g19428	g12702	g12702	g12702
OG0008663	g13690, g25874	g13690, g25874	g25874, g13690	g3301	mf_1740	g5945	g9972	g9972	g9972			g9972	g9972	g9972	g9972	g9972			
OG0008664	g13890	g13890	g13890	g10905, g6259	mf_3809, mf_359	g3584, g1101	g14800	g14800	g14800			g14800	g14800	g14800	g14800	g14800			
OG0008665	g14190	g14190	g14190	g29333			g16872	g16872	g16872	g1417	g1417	g16872	g16872	g16872	g16872	g16872	g1417	g1417	g1417
OG0008666	g25156, g14280	g25156, g14280	g14280, g25156	g5952, g29459, g30147, g10843		g10000, g13310				g393	g393						g393	g393	g393
OG0008667	g14287, g15869	g14287, g15869	g15869, g14287	g1644						g10594, g20258	g20258, g10594						g10594, g20258	g20258, g10594	g20258, g10594
OG0008668	g14594	g14594	g14594	g9743, g9384	mf_13192, mf_3753	g7948				g18649, g2750	g2750, g18649						g2750, g18649	g18649	g18649, g2750
OG0008669	g14620	g14620	g14620	g26956, g17086	mf_13945, mf_12830	g1551, g14150	g2266	g2266	g2266			g2266	g2266	g2266	g2266	g2266			
OG0008670	g14674	g14674	g14674	g3057, g3051	mf_3597	g9125	g6103	g6103	g6103			g6103	g6103	g6103	g6103	g6103		g22420, g5548	
OG0008671	g14778	g14778	g14778	g5393, g26319	mf_11515, mf_7535	g1688, g2538	g9834	g9834	g9834			g9834	g9834	g9834	g9834	g9834			
OG0008672	g15060	g15060	g15060				g23472	g23472	g23472	g16911	g16911	g23472	g23472	g23472	g23472	g23472	g16911	g25691, g16911	g16911
OG0008673	g15137	g15137	g15137	g197, g200, g1849	mf_9306, mf_5321	g6179	g12120	g12120	g12120			g12120	g12120	g12120	g12120	g12120			
OG0008674	g15164	g15164	g15164	g3844			g12853	g12853	g12853	g8004	g8004	g12853	g12853	g12853	g12853	g12853	g8004	g8004	g8004
OG0008675	g15245	g15245	g15245	g9932			g11528	g11528	g11528	g16620	g16620	g11528	g11528	g11528	g11528	g11528	g16620	g16620	g16620
OG0008676	g15361	g15361	g15361		mf_808		g22129	g22129	g22129	g325	g325	g22129	g22129	g22129	g22129	g22129	g325	g325	g325
OG0008677	g15403	g15403	g15403			g995	g12048	g12048	g12048	g11128	g11128	g12048	g12048	g12048	g12048	g12048	g11128	g11128	g11128
OG0008678	g15771	g15771	g15771	g20624, g18211, g202, g15045	mf_14732		g3108	g3108	g3108			g3108	g3108	g3108	g3108	g3108		g23586	
OG0008679	g15785, g29860	g29860	g29860				g10067	g10067	g10067	g5091	g5091	g10067	g10067	g10067	g10067	g10067	g5091	g5091	g5091
OG0008680	g16024, g23314	g16024, g23314	g16024, g23314	g18151, g5759		g5791	g14418	g14418	g14418			g14418	g14418	g14418	g14418	g14418			
OG0008681	g16289, g18637	g18637, g16289	g16289, g18637			g13328				g19647, g20311	g20311, g19647						g20311, g19647	g19647, g20311	g19647, g20311
OG0008682	g16360	g16360	g16360	g9152, g24585	mf_8477	g8192				g7979, g1998	g7979, g1998						g7979, g1998	g1998, g7979	g7979, g1998
OG0008683	g16389	g16389	g16389		mf_8757		g3518	g3518	g3518	g15984	g15984	g3518	g3518	g3518	g3518	g3518	g15984	g22936	g15984
OG0008684	g16426	g16426			mf_7983	g8173	g14758	g14758	g14758	g1401	g1401	g14758	g14758	g14758	g14758	g14758	g1401	g1401	g1401
OG0008685	g23779, g16545	g16545, g23779	g16545, g23779	g20130	mf_2619, mf_12188		g12831	g12831	g12831			g12831	g12831	g12831	g12831	g12831			
OG0008686	g26194, g16685	g16685, g26194	g26194, g16685	g20216, g14903	mf_23		g10485	g10485	g10485			g10485	g10485	g10485	g10485	g10485			
OG0008687	g17102, g17872	g17872, g17102	g17872, g17102	g1819		g1294	g17811	g17811	g17811			g17811	g17811	g17811	g17811	g17811		g22860	
OG0008688	g19754, g17232	g17232, g19754	g19754, g17232							g19865, g6086	g6086, g19865						g19865, g6086	g6086, g21309, g19865	g19865, g6086
OG0008689	g17505, g26656, g26639	g17505, g26656, g26639	g17505, g26639, g26656	g1641, g1642		g5164				g15713	g15713						g15713	g15713	g15713
OG0008690	g17554	g17554	g17554	g12300, g27990, g27960		g13699				g11185, g15368	g15368, g11185						g15368, g11185	g15368, g11185	g11185, g15368
OG0008691	g17699	g17699	g17699	g16751	mf_11870	g1663, g8224	g3627		g3627	g12351	g12351, g11830		g3627				g12351	g12351, g11830	g12351
OG0008692	g17775	g17775	g17775	g1267			g4759	g4759	g4759	g5826	g5826	g4759	g4759	g4759	g4759	g4759	g5826	g5826	g5826
OG0008693	g17881	g17881	g17881		mf_8835		g23750	g23750	g23750	g9558	g9558	g23750	g23750	g23750	g23750	g23750	g9558	g9558	g9558
OG0008694	g18047	g18047, g2385	g18047				g18745	g18745	g18745	g14454	g14454	g18745	g18745	g18745	g18745	g18745	g14454	g14454	g14454
OG0008695	g18302	g18302	g18302		mf_12849		g22128	g22128	g22128	g326	g326	g22128	g22128	g22128	g22128	g22128	g326	g326	g326
OG0008696	g20865, g18456	g18456	g18456				g20505	g20505	g20505	g19581	g19581	g20505	g20505	g20505	g20505	g20505	g19581	g19581	g19581
OG0008697	g18617	g18617	g18617	g23849, g282, g18589	mf_7684	g6234, g6196	g8793	g8793	g8793			g8793	g8793	g8793	g8793	g8793			
OG0008698	g18987	g18987	g18987		mf_1585		g3062	g3062	g3062	g18155	g18155	g3062	g3062	g3062	g3062	g3062	g18155	g18155	g18155
OG0008699	g19230	g19230	g19230		mf_9150		g10429	g10429	g10429	g5075	g5075	g10429	g10429	g10429	g10429	g10429	g5075	g5075	g5075
OG0008700	g19707	g19707	g19707	g23680	mf_6623, mf_11995	g10437				g16611, g16904	g16611, g16904						g16904, g16611	g16904, g16611	g16611, g16904
OG0008701	g19801	g19801	g19801	g27378			g13944	g13944	g13944	g14186	g14186	g13944	g13944	g13944	g13944	g13944	g14186	g14186	g14186
OG0008702	g19810, g20766	g19810	g19810, g20766	g12978, g9704, g19019		g6681	g12287	g12287	g12287			g12287	g12287	g12287	g12287	g12287			
OG0008703	g19989	g19989	g19989	g3563	mf_12145, mf_1968	g1297, g5594	g11866	g11866	g11866			g11866	g11866	g11866	g11866	g11866		g17525	
OG0008704	g20154	g20154	g20154	g25478			g15049	g15049	g15049	g13389	g13389	g15049	g15049	g15049	g15049	g15049	g13389	g13389	g13389
OG0008705	g20276, g24582	g24582, g20276	g20276, g24582	g29275	mf_2926		g16331	g16331	g16331			g16331	g16331	g16331	g16331	g16331		g23360	
OG0008706	g20648, g21436	g20648, g21436	g20648, g21436			g5783				g18207, g18206	g18207, g18206						g18206, g18207	g18207, g18206	g18207, g18206
OG0008707	g20825	g20825	g20825			g11388	g11248	g11248	g11248	g14380	g14380	g11248	g11248	g11248	g11248	g11248	g14380	g14380	g14380
OG0008708	g20831	g20831	g20831	g2519			g4605	g4605	g4605	g7909	g7909	g4605	g4605	g4605	g4605	g4605	g7909	g7909	g7909
OG0008709	g20884, g25942	g25942, g20884	g25942, g20884	g12056, g25119		g6872	g5847	g5847	g5847			g5847	g5847	g5847	g5847	g5847			
OG0008710	g20899	g20899	g20899		mf_2678		g6372	g6372	g6372	g9080	g9080	g6372	g6372	g6372	g6372	g6372	g9080	g9080	g9080
OG0008711	g20962	g20962	g20962	g29426, g5124	mf_12497, mf_6933	g11494, g9553	g4509	g4509	g4509			g4509	g4509	g4509	g4509	g4509			
OG0008712	g21309	g21309	g21309			g9208	g8529	g8529	g8529	g10184	g10184	g8529	g8529	g8529	g8529	g8529	g10184	g10184	g10184
OG0008713	g21810	g21810	g21810			g12048	g19934	g19934	g19934	g8438	g8438	g19934	g19934	g19934	g19934	g19934	g8438	g8438	g8438
OG0008714	g22708	g22708	g22708			g13748	g9431	g9431	g9431	g4477	g4477	g9431	g9431	g9431	g9431	g9431	g4477	g4477	g4477
OG0008715	g25218, g22917	g25218, g22917	g25218, g22917		mf_3189	g14255	g8962	g8962	g8962			g8962	g8962	g8962	g8962	g8962		g25052	
OG0008716	g23337, g24132	g24132, g23337	g23337	g5269, g14644	mf_14362		g1056	g1056	g1056			g1056	g1056	g1056	g1056	g1056		g22126	
OG0008717	g23389, g29866	g23389, g29866	g23389, g29866		mf_13730, mf_13023, mf_2988, mf_9184	g8141				g3126	g3126						g3126	g24167, g3126	g3126
OG0008718	g23584	g23584	g23584	g14925			g3167	g3167	g3167	g17038	g17038	g3167	g3167	g3167	g3167	g3167	g17038	g17038	g17038
OG0008719	g23944	g23944	g23944			g5879	g18886	g18886	g18886	g154	g154	g18886	g18886	g18886	g18886	g18886	g154	g154	g154
OG0008720	g24138	g24138	g24138			g10891	g1517	g1517	g1517	g8766	g8766	g1517	g1517	g1517	g1517	g1517	g8766	g8766	g8766
OG0008721	g24159	g24159	g24159	g27443			g4935	g4935	g4935	g16469	g16469	g4935	g4935	g4935	g4935	g4935	g16469	g16469	g16469
OG0008722	g24455	g24455	g24455	g8978			g13258	g13258	g13258	g9502	g9502	g13258	g13258	g13258	g13258	g13258	g9502	g9502	g9502
OG0008723	g24808	g24808	g24808	g12548			g13180	g13180	g13180	g16226	g16226	g13180	g13180	g13180	g13180	g13180	g16226	g16226	g16226
OG0008724	g25045	g25045	g25045		mf_11695		g5853	g5853	g5853	g5673	g5673	g5853	g5853	g5853	g5853	g5853	g5673	g5673	g5673
OG0008725	g25314	g25314	g25314				g15970	g15970	g15970	g7507	g7507	g15970	g15970	g15970	g15970	g15970	g7507	g19416, g7507	g7507
OG0008726	g25351	g25351	g25351			g1881	g7759	g7759	g7759	g16525	g16525	g7759	g7759	g7759	g7759	g7759	g16525	g16525	g16525
OG0008727	g25503	g25503	g25503	g11199			g16308	g16308	g16308	g16987	g16987	g16308	g16308	g16308	g16308	g16308	g16987	g16987	g16987
OG0008728	g29774, g25692	g29774, g25692	g25692, g29774	g4790, g987		g2324	g17059	g17059	g17059			g17059	g17059	g17059	g17059	g17059			
OG0008729	g2819, g25756	g2819, g25756	g2819, g25756		mf_4699	g4581	g826	g826	g826			g826	g826	g826	g826	g826		g20558	
OG0008730	g26067	g26067	g26067	g16664, g20302, g20300, g20773, g28026, g24299, g17724	mf_8655, mf_12773					g1630	g1630						g1630	g1630	g1630
OG0008731	g26326		g26326	g21698	mf_14037		g14901	g14901	g14901	g13811	g13811	g14901	g14901	g14901	g14901	g14901	g13811	g13811	g13811
OG0008732	g26379	g26379	g26379		mf_8381		g19050	g19050	g19050	g11712	g11712	g19050	g19050	g19050	g19050	g19050	g11712	g11712	g11712
OG0008733	g26813	g26813	g26813	g19265, g3255		g2959, g6982	g22285	g22285		g10175	g10175	g22285		g22285		g22285	g10175	g10175	g10175
OG0008734	g26979, g26973	g26979, g26973	g26979, g26973	g4713	mf_4033		g2118	g2118	g2118			g2118	g2118	g2118	g2118	g2118		g21130	
OG0008735	g27147	g27147	g27147	g8986			g9334	g9334	g9334	g11927	g11927	g9334	g9334	g9334	g9334	g9334	g11927	g11927	g11927
OG0008736	g27299	g27299	g27299	g7441	mf_13463	g4073	g21206	g21206	g21206			g21206	g21206	g20378, g21206	g21206	g20378, g23182, g21206			
OG0008737	g27302	g27302	g27302		mf_4173		g11269	g11269	g11269	g14256	g14256	g11269	g11269	g11269	g11269	g11269	g14256	g14256	g14256
OG0008738	g27357	g27357	g27357	g11302	mf_2721		g13890	g13890	g13890	g15907	g15907	g13890		g13890	g13890	g13890	g15907	g15907	g15907
OG0008739	g27436	g27436	g27436	g21288	mf_8961	g3880, g2479				g6385, g9271	g9271, g6385						g9271, g6385	g6385, g9271	g9271, g6385
OG0008740	g27467	g27467, g2858	g2858, g27467	g28905	mf_8692	g5636	g14918	g14918	g14918			g14918	g14918	g14918	g14918	g14918, g20363			
OG0008741	g27723	g27723	g27723	g14986	mf_1705, mf_1580	g426, g2107	g11642	g11642	g11642			g11642	g11642	g11642	g11642	g11642		g22479	
OG0008742	g27737	g27737	g27737	g13952			g21778	g21778	g21778	g262	g262	g21778	g21778	g21778	g21778	g21778	g262	g262	g262
OG0008743	g27746	g27746	g27746	g414			g14368	g14368	g14368	g4280	g4280	g14368	g14368	g14368	g14368	g14368	g4280	g4280	g4280
OG0008744	g28175	g28175	g28175	g1089			g20471	g20471	g20471	g9084	g9084	g20471	g20471	g20471	g20471	g20471	g9084	g9084	g9084
OG0008745	g28224	g28224	g28224			g13771	g10352	g10352	g10352	g10478	g10478	g10352	g10352	g10352	g10352	g10352	g10478	g10478	g10478
OG0008746	g28287	g28287	g28287	g29033	mf_12514, mf_416	g46				g8619, g103	g8619, g103						g103, g8619	g8619, g103	g8619, g103
OG0008747	g28308	g28308	g28308	g13301			g23290	g23290	g23290	g13479	g13479	g23290	g23290	g23290	g23290	g23290	g13479	g13479	g13479
OG0008748	g28398	g28398	g28398			g13685	g23802	g23802	g23802	g3303	g3303	g23802	g23802	g23802	g23802	g23802	g3303	g3303	g3303
OG0008749	g28616	g28616	g28616		mf_2159		g15272	g15272	g15272	g4881	g4881	g15272	g15272	g15272	g15272	g15272	g4881	g4881	g4881
OG0008750	g28763	g28763	g28763	g21548			g18470	g18470	g18470	g4250	g4250	g18470	g18470	g18470	g18470	g18470	g4250	g4250	g4250
OG0008751	g28900, g29251	g28900, g29251	g29251, g28900	g311, g1359		g12328	g8957	g8957	g8957			g8957	g8957	g8957	g8957	g8957			
OG0008752	g29140	g29140	g29140	g25608			g13345	g13345	g13345	g9237	g9237	g13345	g13345	g13345	g13345	g13345	g9237	g9237	g9237
OG0008753	g29481	g29481	g29481			g3087	g5057	g5057	g5057	g12604	g12604	g5057	g5057	g5057	g5057	g5057	g12604	g12604	g12604
OG0008754	g29890	g29890	g29890	g8411			g9683	g9683	g9683	g11771	g11771	g9683	g9683	g9683	g9683	g9683	g11771	g11771	g11771
OG0008755	g30022	g30022	g30022			g10497	g8991	g8991	g8991	g15106	g15106	g8991	g8991	g8991	g8991	g8991	g15106	g15106	g15106
OG0008756	g30192	g30192	g30192		mf_4567	g2816	g8516	g8516	g8516	g8506	g8506	g8516		g8516	g8516	g8516	g8506	g8506	g8506
OG0008757	g359				mf_1751	g13941, g700	g21400	g21400	g21400	g13373	g13373	g21400	g21400	g21400	g21400	g21400	g13373	g13373	g13373
OG0008758	g28509, g569	g569, g28509	g569, g28509	g8524			g19369	g19369	g19369			g19369	g19369	g19369	g19369	g19369		g22524, g10786	
OG0008759	g1767, g884	g884, g1767	g884, g1767	g8045, g6059			g10108	g10108	g10108			g10108	g10108	g10108	g10108	g10108		g5342	
OG0008760	g1348	g1348	g1348	g3923			g13253	g13253	g13253	g15794	g15794	g13253	g13253	g13253	g13253	g13253	g15794	g15794	g15794
OG0008761	g1412	g1412		g3672			g10182	g10182	g10182	g152	g152	g10182	g10182	g10182	g10182	g10182	g152	g152, g7432	g152
OG0008762	g12037, g1927	g12037, g1927	g1927, g12037	g22217			g2553	g2553	g2553			g2553	g2553	g2553	g2553	g2553		g22569, g24547	
OG0008763	g10688, g2355	g10688, g2355	g10688, g2355	g13721, g22979		g11573	g1862	g1862	g1862			g1862	g1862	g1862	g1862	g1862			
OG0008764	g7245, g2499	g2499, g7245	g2499, g7245	g23972, g24542			g2874	g2874	g2874			g2874	g2874	g2874	g2874	g2874		g1344	
OG0008765	g2647					g6113	g7118, g666	g7118, g666	g7118, g666				g7118, g666	g7118, g666	g666, g7118	g7118, g666		g12121	
OG0008766	g24241, g4262	g4262, g24241	g4262, g24241			g13847				g7123, g14323	g7123, g14323						g14323, g7123	g14323, g7123	g14323, g7123
OG0008767	g4285	g4285	g4285	g24622, g13445			g23581	g23581	g23581	g18274		g23581	g23581	g23581	g23581	g23581	g18274	g18274	g18274
OG0008768	g8570	g8570					g5957	g5957	g5957	g3121	g3121	g5957	g5957	g5957	g5957	g5957	g3121	g3121, g15554, g15555	g3121
OG0008769	g9581, g11775	g11775	g11775	g1004, g19277	mf_3197		g14180	g14180	g14180			g14180	g14180	g14180	g14180	g14180		g1693, g3002	
OG0008770	g11546	g11546	g11546	g9607	mf_2588, mf_3514	g5266				g5723, g10313	g10313, g5723						g5723, g10313	g5723, g10313	g5723, g10313
OG0008771	g12025	g12025	g12025	g25128, g4616	mf_11412	g2731	g7212	g7212	g7212			g7212	g7212	g7212	g7212	g7212		g25482, g24872	
OG0008772	g14125, g14129	g14125, g14129	g14129, g14125			g4299	g22815	g22815	g22815			g22815	g22815	g22815	g22815	g22815		g4807, g11837	
OG0008773	g15607	g15607	g15607	g20965			g17034	g17034	g17034			g17034	g17034	g17034	g17034	g17034		g8613, g10459, g18262, g18111, g22675	
OG0008774	g16512, g23660	g16512, g23660	g23660, g16512	g4840			g24067	g24067	g24067			g24067	g24067	g24067	g24067	g24067		g22121, g22021	
OG0008775	g17605						g18007, g18008	g18008, g18007	g18008, g18007			g18007, g18008	g18008, g18007	g18008, g18007	g18007, g18008	g18007, g18008			
OG0008776	g18870		g18870				g14317, g17868	g17868	g17868, g14317			g14317, g17868	g14317, g17868	g14317, g17868	g14317, g17868	g14317, g17868			
OG0008777	g20016	g20016	g20016				g18919, g18920	g18920, g18919	g18919, g18920			g18919	g18920, g18919	g18919	g18920, g18919	g18920, g18919			
OG0008778	g24570	g24570	g24570	g6598			g10193	g10193	g10193	g5229	g5229	g10193	g10193	g10193	g10193	g10193	g5229	g5229	g5229
OG0008779	g25924, g28585	g25924, g28585	g28585, g25924	g28099, g12080			g16581	g16581	g16581			g16581	g16581	g16581	g16581	g16581, g24099			
OG0008780	g26190	g26190	g26190	g28032			g7629	g7629	g7629	g17917	g17917	g7629	g7629	g7629	g7629	g7629	g17917	g17917	g17917
OG0008781	g27107	g27107	g27107		mf_10839		g18762	g18762	g18762	g6482	g6482	g18762	g18762	g18762	g18762	g18762	g6482	g6482	g6482
OG0008782		g1316	g1316	g22093	mf_12267		g1936	g1936	g1936	g14579	g14579	g1936	g1936	g1936	g1936	g1936	g14579	g14579	g14579
OG0008783		g3473					g7016, g22451	g22451, g7016	g22451, g7016			g22451, g7016	g7016, g22451	g7016, g22451	g22451, g7016	g22451, g7016			
OG0008784		g8722	g8722	g845	mf_13697		g2376	g2376	g2376	g3466	g3466	g2376	g2376	g2376	g2376	g2376	g3466	g3466	g3466
OG0008785		g9757	g9757	g28786	mf_408, mf_1913		g19653	g19653		g11071	g11071	g19653	g19653	g19653	g19653	g19653	g11071	g11071	g11071
OG0008786		g10046	g11126, g10046		mf_14246		g4946	g4946	g4946	g14809	g14809	g4946	g4946	g4946	g4946	g4946	g14809	g14809	g14809
OG0008787		g13014		g18365, g15885	mf_12283		g22665	g22665	g22665	g6911	g6911	g22665	g22665	g22665	g22665	g22665	g6911	g6911	g6911
OG0008788		g24323			mf_6086	g5060	g3097	g3097	g3097	g1635	g1635	g3097	g3097	g3097	g3097	g3097	g1635	g23460, g1635	g1635
OG0008789		g25296	g25296	g14220		g10606	g11490	g11490	g11490	g7688	g7688	g11490	g11490	g11490	g11490	g11490	g7688	g7688	g7688
OG0008790		g1593	g1593	g22387, g18481			g3762	g3762	g3762	g5474	g5474	g3762	g3762	g3762	g3762	g3762	g5474	g5474	g5474
OG0008791			g6288	g19141, g11538, g21729, g15437	mf_11928, mf_561, mf_13924	g11936	g2404	g2404	g2404			g2404	g2404	g2404	g2404	g2404			
OG0008792			g19312				g23831, g19165	g19165, g23831	g23831, g19165			g19165, g23831	g19165, g23831	g23831, g19165	g19165, g23831	g23831, g19165			
OG0008793			g24959				g13052, g10727	g10727, g13052	g10727, g13052			g10727, g13052	g10727, g13052	g10727, g13052	g10727, g13052	g13052, g10727			
OG0008794			g25438				g20546, g20545	g20546, g20545	g20546, g20545			g20546, g20545	g20546, g20545	g20546, g20545	g20545, g20546	g20546, g20545			
OG0008795			g26105				g20884, g20885	g20885, g20884	g20885, g20884			g20884, g20885	g20885, g20884	g20885, g20884	g20884, g20885	g20884, g20885			
OG0008796				g3480, g26		g2588	g23740	g23740	g23740	g8826	g8826	g23740	g23740	g23740	g23740	g23740	g8826	g22322, g8826	g8826
